TransactionID,CardType,CardTier,AmountUSD,MerchantCategory,DeviceOS,CountryCode,CVV_Result,ThreeDSecureStatus,VelocityLastHour,RiskEngineScore,IsChargeback
CGW_0000788,DEBIT,PLATINUM,3500.48,7995_BETTING,Linux_Firefox,CA,MISMATCH,SUCCESS_OTP,11,0.64,1
CGW_0000789,DEBIT,GOLD,652.38,5411_GROCERY,Linux_Firefox,GB,MISMATCH,FAILED,2,0.61,1
CGW_0000790,PREPAID,CLASSIC,863.28,5732_ELECTRONICS,iOS,SG,MATCH,FAILED,4,0.98,1
CGW_0000791,CREDIT,PLATINUM,3328.58,4722_TRAVEL,Windows_Chrome,US,MATCH,FAILED,6,0.86,1
CGW_0000792,CORPORATE,INFINITE,3230.43,5411_GROCERY,iOS,US,MATCH,SUCCESS_OTP,8,0.52,0
CGW_0000793,CORPORATE,GOLD,524.02,5732_ELECTRONICS,iOS,AE,MISMATCH,FAILED,12,0.33,1
CGW_0000794,CREDIT,PLATINUM,4273.99,5411_GROCERY,MacOS_Safari,SG,MATCH,FAILED,1,0.50,0
CGW_0000795,CREDIT,CLASSIC,2569.95,4829_MONEY_TRANSFER,Android,SG,MISMATCH,FAILED,9,0.63,1
CGW_0000796,CORPORATE,CLASSIC,1631.41,5732_ELECTRONICS,Windows_Chrome,CA,MATCH,FAILED,11,0.51,0
CGW_0000797,PREPAID,SIGNATURE,221.14,5812_RESTAURANT,iOS,DE,MATCH,BYPASSED,5,0.64,0
CGW_0000798,DEBIT,PLATINUM,2008.27,4722_TRAVEL,Android,US,MATCH,SUCCESS_OTP,7,0.95,1
CGW_0000799,CORPORATE,CLASSIC,306.04,5732_ELECTRONICS,Windows_Chrome,CA,MISMATCH,SUCCESS_OTP,7,0.85,1
CGW_0000800,CREDIT,GOLD,3218.25,5812_RESTAURANT,Android,US,MISMATCH,SUCCESS_OTP,11,0.55,1
CGW_0000801,DEBIT,GOLD,2532.90,5411_GROCERY,Windows_Chrome,AU,MATCH,FAILED,11,0.60,0
CGW_0000802,CORPORATE,INFINITE,4392.42,4829_MONEY_TRANSFER,Windows_Chrome,IN,MATCH,SUCCESS_OTP,8,0.50,0
CGW_0000803,PREPAID,INFINITE,3116.81,7995_BETTING,Android,DE,MATCH,BYPASSED,9,0.24,1
CGW_0000804,CREDIT,INFINITE,1489.03,5732_ELECTRONICS,Linux_Firefox,IN,MISMATCH,BYPASSED,4,0.21,1
CGW_0000805,CORPORATE,SIGNATURE,4444.55,4829_MONEY_TRANSFER,Windows_Chrome,US,MISMATCH,SUCCESS_BIOMETRIC,8,0.46,1
CGW_0000806,CORPORATE,GOLD,625.42,5732_ELECTRONICS,iOS,AU,MATCH,FAILED,3,0.17,0
CGW_0000807,PREPAID,SIGNATURE,3014.61,5812_RESTAURANT,Windows_Chrome,SG,MATCH,BYPASSED,1,0.28,0
CGW_0000808,DEBIT,PLATINUM,1846.82,5812_RESTAURANT,Android,AU,MISMATCH,SUCCESS_OTP,2,0.94,1
CGW_0000809,PREPAID,CLASSIC,2832.60,5411_GROCERY,MacOS_Safari,AU,MATCH,BYPASSED,10,0.81,0
CGW_0000810,CORPORATE,CLASSIC,2491.61,4722_TRAVEL,iOS,DE,MATCH,FAILED,12,0.85,0
CGW_0000811,DEBIT,PLATINUM,1994.79,5812_RESTAURANT,Windows_Chrome,DE,MATCH,FAILED,11,0.23,0
CGW_0000812,CREDIT,PLATINUM,2387.30,5732_ELECTRONICS,iOS,US,MATCH,FAILED,4,0.63,0
CGW_0000813,CREDIT,INFINITE,549.91,4722_TRAVEL,Android,US,MATCH,FAILED,6,0.48,0
CGW_0000814,CORPORATE,GOLD,3489.36,7995_BETTING,iOS,AE,MATCH,BYPASSED,8,0.63,1
CGW_0000815,PREPAID,CLASSIC,3290.04,5812_RESTAURANT,iOS,CA,MISMATCH,SUCCESS_OTP,6,0.10,1
CGW_0000816,DEBIT,PLATINUM,1545.45,4829_MONEY_TRANSFER,Linux_Firefox,GB,MATCH,BYPASSED,2,0.27,0
CGW_0000817,CREDIT,SIGNATURE,1180.84,4722_TRAVEL,Windows_Chrome,IN,MATCH,BYPASSED,7,0.90,1
CGW_0000818,CREDIT,CLASSIC,242.26,5411_GROCERY,Android,AU,MISMATCH,SUCCESS_OTP,3,0.70,1
CGW_0000819,PREPAID,CLASSIC,1872.83,7995_BETTING,Linux_Firefox,AE,MISMATCH,BYPASSED,11,0.64,1
CGW_0000820,CORPORATE,PLATINUM,1147.54,5732_ELECTRONICS,Linux_Firefox,US,MATCH,FAILED,7,0.54,0
CGW_0000821,DEBIT,INFINITE,4490.53,5812_RESTAURANT,iOS,CA,MISMATCH,BYPASSED,3,0.66,1
CGW_0000822,CORPORATE,SIGNATURE,4201.20,4829_MONEY_TRANSFER,iOS,GB,MISMATCH,SUCCESS_OTP,3,0.40,1
CGW_0000823,CORPORATE,SIGNATURE,4185.13,4829_MONEY_TRANSFER,MacOS_Safari,DE,MATCH,SUCCESS_OTP,9,0.82,1
CGW_0000824,CORPORATE,CLASSIC,566.19,5411_GROCERY,iOS,AU,MATCH,BYPASSED,9,0.17,0
CGW_0000825,CREDIT,CLASSIC,3135.54,4722_TRAVEL,Linux_Firefox,AE,MISMATCH,FAILED,2,0.25,1
CGW_0000826,CREDIT,GOLD,439.43,5732_ELECTRONICS,Android,SG,MISMATCH,FAILED,10,0.28,1
CGW_0000827,CREDIT,CLASSIC,1856.03,7995_BETTING,Android,AE,MATCH,SUCCESS_OTP,5,0.96,1
CGW_0000828,DEBIT,SIGNATURE,4279.57,7995_BETTING,Android,GB,MATCH,SUCCESS_OTP,1,0.94,1
CGW_0000829,CREDIT,CLASSIC,446.87,5411_GROCERY,Windows_Chrome,GB,MATCH,FAILED,7,0.33,0
CGW_0000830,PREPAID,GOLD,3059.22,7995_BETTING,iOS,CA,MATCH,FAILED,10,0.43,1
CGW_0000831,DEBIT,GOLD,4224.88,5411_GROCERY,Windows_Chrome,AE,MISMATCH,FAILED,10,0.84,1
CGW_0000832,PREPAID,SIGNATURE,1266.03,5732_ELECTRONICS,Android,GB,MATCH,SUCCESS_OTP,9,0.56,0
CGW_0000833,DEBIT,CLASSIC,1492.79,4722_TRAVEL,Linux_Firefox,CA,MATCH,SUCCESS_OTP,4,0.88,1
CGW_0000834,CREDIT,PLATINUM,1677.63,7995_BETTING,Android,CA,MATCH,FAILED,3,0.20,1
CGW_0000835,DEBIT,INFINITE,1817.24,7995_BETTING,MacOS_Safari,US,MATCH,SUCCESS_BIOMETRIC,4,0.77,1
CGW_0000836,CORPORATE,SIGNATURE,1436.67,7995_BETTING,MacOS_Safari,CA,MATCH,SUCCESS_BIOMETRIC,7,0.22,1
CGW_0000837,CREDIT,CLASSIC,791.90,5812_RESTAURANT,iOS,IN,MATCH,FAILED,1,0.61,0
CGW_0000838,DEBIT,INFINITE,514.61,7995_BETTING,Linux_Firefox,DE,MATCH,SUCCESS_OTP,5,0.75,1
CGW_0000839,CORPORATE,CLASSIC,1879.69,4829_MONEY_TRANSFER,MacOS_Safari,AU,MATCH,SUCCESS_OTP,7,0.56,0
CGW_0000840,CORPORATE,SIGNATURE,1711.21,7995_BETTING,iOS,IN,MATCH,FAILED,10,0.51,1
CGW_0000841,PREPAID,CLASSIC,761.53,4829_MONEY_TRANSFER,MacOS_Safari,AU,MATCH,FAILED,4,0.72,0
CGW_0000842,PREPAID,CLASSIC,1753.62,4829_MONEY_TRANSFER,MacOS_Safari,CA,MATCH,FAILED,3,0.61,0
CGW_0000843,PREPAID,CLASSIC,3936.23,7995_BETTING,Linux_Firefox,GB,MATCH,BYPASSED,12,0.26,1
CGW_0000844,DEBIT,CLASSIC,3531.63,5411_GROCERY,MacOS_Safari,DE,MATCH,FAILED,5,0.24,0
CGW_0000845,CREDIT,CLASSIC,987.05,4829_MONEY_TRANSFER,iOS,AU,MATCH,SUCCESS_BIOMETRIC,1,0.11,0
CGW_0000846,CORPORATE,GOLD,4061.01,5732_ELECTRONICS,Android,IN,MATCH,SUCCESS_OTP,1,0.14,1
CGW_0000847,CORPORATE,PLATINUM,3975.01,5411_GROCERY,Android,CA,MATCH,SUCCESS_BIOMETRIC,4,0.81,0
CGW_0000848,PREPAID,CLASSIC,687.38,4829_MONEY_TRANSFER,iOS,GB,MATCH,SUCCESS_BIOMETRIC,4,0.82,0
CGW_0000849,DEBIT,GOLD,2404.55,5411_GROCERY,MacOS_Safari,AU,MATCH,FAILED,6,0.35,0
CGW_0000850,PREPAID,GOLD,1457.67,5732_ELECTRONICS,Windows_Chrome,DE,MATCH,BYPASSED,4,0.73,0
CGW_0000851,CORPORATE,SIGNATURE,4298.01,5411_GROCERY,Windows_Chrome,DE,MATCH,BYPASSED,5,0.39,0
CGW_0000852,DEBIT,GOLD,2893.10,7995_BETTING,Linux_Firefox,AE,MATCH,SUCCESS_BIOMETRIC,10,0.85,1
CGW_0000853,CREDIT,PLATINUM,1101.63,5812_RESTAURANT,MacOS_Safari,IN,MATCH,FAILED,8,0.52,0
CGW_0000854,CORPORATE,PLATINUM,1280.04,5411_GROCERY,Windows_Chrome,AE,MISMATCH,FAILED,10,0.77,1
CGW_0000855,CORPORATE,CLASSIC,2621.93,5732_ELECTRONICS,iOS,CA,MISMATCH,SUCCESS_OTP,4,0.23,1
CGW_0000856,CORPORATE,SIGNATURE,2734.72,4722_TRAVEL,Linux_Firefox,AE,MISMATCH,SUCCESS_OTP,6,0.42,1
CGW_0000857,DEBIT,SIGNATURE,2655.34,4722_TRAVEL,Linux_Firefox,AE,MATCH,FAILED,12,0.87,1
CGW_0000858,DEBIT,CLASSIC,2020.92,5732_ELECTRONICS,iOS,SG,MATCH,FAILED,5,0.55,0
CGW_0000859,DEBIT,GOLD,724.16,4829_MONEY_TRANSFER,Windows_Chrome,GB,MATCH,BYPASSED,2,0.93,1
CGW_0000860,CREDIT,INFINITE,2034.75,4722_TRAVEL,Android,GB,MATCH,SUCCESS_BIOMETRIC,8,0.79,0
CGW_0000861,CORPORATE,PLATINUM,3622.59,4829_MONEY_TRANSFER,Linux_Firefox,IN,MATCH,SUCCESS_BIOMETRIC,3,0.82,1
CGW_0000862,DEBIT,INFINITE,2314.56,5732_ELECTRONICS,Windows_Chrome,SG,MISMATCH,SUCCESS_BIOMETRIC,3,0.14,1
CGW_0000863,DEBIT,CLASSIC,1762.65,5732_ELECTRONICS,iOS,SG,MISMATCH,SUCCESS_OTP,3,0.56,1
CGW_0000864,PREPAID,CLASSIC,1476.07,5411_GROCERY,Linux_Firefox,GB,MATCH,SUCCESS_OTP,10,0.81,0
CGW_0000865,DEBIT,SIGNATURE,373.30,5732_ELECTRONICS,MacOS_Safari,DE,MATCH,SUCCESS_OTP,2,0.91,1
CGW_0000866,CORPORATE,INFINITE,2654.15,4829_MONEY_TRANSFER,iOS,AU,MATCH,SUCCESS_OTP,1,0.50,0
CGW_0000867,CREDIT,GOLD,2745.62,5411_GROCERY,Linux_Firefox,IN,MATCH,FAILED,8,0.86,1
CGW_0000868,PREPAID,SIGNATURE,3037.11,4722_TRAVEL,MacOS_Safari,CA,MATCH,BYPASSED,8,0.54,1
CGW_0000869,CORPORATE,INFINITE,80.29,5812_RESTAURANT,Linux_Firefox,CA,MATCH,FAILED,2,0.79,0
CGW_0000870,DEBIT,CLASSIC,63.10,5812_RESTAURANT,iOS,SG,MATCH,FAILED,7,0.14,0
CGW_0000871,CREDIT,CLASSIC,2387.68,5732_ELECTRONICS,iOS,US,MATCH,SUCCESS_BIOMETRIC,1,0.31,0
CGW_0000872,CORPORATE,SIGNATURE,3687.90,5812_RESTAURANT,Android,GB,MATCH,BYPASSED,12,0.11,1
CGW_0000873,CORPORATE,PLATINUM,823.64,4722_TRAVEL,Windows_Chrome,GB,MATCH,FAILED,11,0.87,1
CGW_0000874,PREPAID,INFINITE,3105.72,5411_GROCERY,MacOS_Safari,AU,MISMATCH,FAILED,7,0.74,1
CGW_0000875,CREDIT,INFINITE,3509.00,7995_BETTING,iOS,CA,MATCH,SUCCESS_BIOMETRIC,8,0.97,1
CGW_0000876,CORPORATE,INFINITE,750.89,5812_RESTAURANT,Windows_Chrome,SG,MATCH,SUCCESS_BIOMETRIC,4,0.12,0
CGW_0000877,CREDIT,INFINITE,1941.03,5411_GROCERY,MacOS_Safari,GB,MATCH,FAILED,9,0.83,0
CGW_0000878,PREPAID,GOLD,75.07,5732_ELECTRONICS,Linux_Firefox,GB,MATCH,FAILED,11,0.67,0
CGW_0000879,PREPAID,SIGNATURE,459.02,5411_GROCERY,Windows_Chrome,IN,MISMATCH,FAILED,6,0.10,1
CGW_0000880,PREPAID,GOLD,2582.26,5732_ELECTRONICS,Android,AU,MATCH,SUCCESS_OTP,5,0.17,0
CGW_0000881,DEBIT,PLATINUM,1370.13,7995_BETTING,Windows_Chrome,AU,MATCH,BYPASSED,10,0.24,1
CGW_0000882,CORPORATE,SIGNATURE,815.13,4829_MONEY_TRANSFER,iOS,IN,MISMATCH,SUCCESS_OTP,3,0.80,1
CGW_0000883,CORPORATE,INFINITE,1249.24,5812_RESTAURANT,Linux_Firefox,GB,MATCH,BYPASSED,5,0.77,0
CGW_0000884,CORPORATE,SIGNATURE,2445.31,7995_BETTING,MacOS_Safari,SG,MATCH,BYPASSED,11,0.64,1
CGW_0000885,CREDIT,GOLD,1783.05,7995_BETTING,Android,SG,MATCH,SUCCESS_OTP,12,0.09,1
CGW_0000886,PREPAID,GOLD,2807.20,5732_ELECTRONICS,MacOS_Safari,AU,MATCH,SUCCESS_OTP,4,0.86,1
CGW_0000887,PREPAID,GOLD,4308.61,5732_ELECTRONICS,iOS,CA,MATCH,FAILED,7,0.72,0
CGW_0000888,PREPAID,INFINITE,2779.92,5732_ELECTRONICS,Linux_Firefox,IN,MISMATCH,BYPASSED,3,0.21,1
CGW_0000889,PREPAID,GOLD,3293.01,4829_MONEY_TRANSFER,Android,AU,MATCH,SUCCESS_BIOMETRIC,9,0.13,0
CGW_0000890,CREDIT,SIGNATURE,330.90,5732_ELECTRONICS,MacOS_Safari,AE,MATCH,BYPASSED,12,0.33,0
CGW_0000891,CORPORATE,CLASSIC,2861.66,4722_TRAVEL,Windows_Chrome,AU,MATCH,SUCCESS_OTP,6,0.22,0
CGW_0000892,CREDIT,CLASSIC,140.15,4722_TRAVEL,Windows_Chrome,SG,MISMATCH,SUCCESS_OTP,4,0.62,1
CGW_0000893,CREDIT,GOLD,1257.74,5732_ELECTRONICS,Linux_Firefox,CA,MATCH,FAILED,5,0.45,0
CGW_0000894,CREDIT,CLASSIC,3599.64,4829_MONEY_TRANSFER,Windows_Chrome,GB,MISMATCH,FAILED,4,0.48,1
CGW_0000895,CORPORATE,GOLD,36.33,4722_TRAVEL,iOS,CA,MATCH,BYPASSED,10,0.43,0
CGW_0000896,CREDIT,GOLD,4045.08,4829_MONEY_TRANSFER,Linux_Firefox,IN,MATCH,BYPASSED,7,0.18,0
CGW_0000897,PREPAID,SIGNATURE,3876.94,5732_ELECTRONICS,MacOS_Safari,IN,MATCH,SUCCESS_BIOMETRIC,1,0.05,0
CGW_0000898,CREDIT,INFINITE,1200.71,5812_RESTAURANT,MacOS_Safari,IN,MATCH,SUCCESS_BIOMETRIC,4,0.69,0
CGW_0000899,CREDIT,CLASSIC,1190.17,4722_TRAVEL,Android,SG,MATCH,SUCCESS_BIOMETRIC,9,0.95,1
CGW_0000900,PREPAID,SIGNATURE,3930.55,5732_ELECTRONICS,MacOS_Safari,US,MATCH,SUCCESS_OTP,3,0.05,1
CGW_0000901,CREDIT,INFINITE,2593.59,7995_BETTING,Android,SG,MATCH,FAILED,6,0.22,1
CGW_0000902,DEBIT,GOLD,2202.98,7995_BETTING,Android,CA,MATCH,FAILED,11,0.60,1
CGW_0000903,PREPAID,GOLD,3709.81,7995_BETTING,Windows_Chrome,GB,MATCH,SUCCESS_OTP,12,0.54,1
CGW_0000904,CREDIT,GOLD,2880.52,4722_TRAVEL,Windows_Chrome,CA,MATCH,BYPASSED,2,0.76,0
CGW_0000905,PREPAID,GOLD,147.93,7995_BETTING,Linux_Firefox,DE,MATCH,FAILED,1,0.64,1
CGW_0000906,CORPORATE,CLASSIC,2844.77,5411_GROCERY,iOS,SG,MATCH,SUCCESS_OTP,10,0.13,0
CGW_0000907,CORPORATE,CLASSIC,1261.24,4829_MONEY_TRANSFER,MacOS_Safari,GB,MATCH,SUCCESS_BIOMETRIC,6,0.12,0
CGW_0000908,CREDIT,PLATINUM,2525.00,7995_BETTING,Linux_Firefox,AE,MATCH,SUCCESS_BIOMETRIC,6,0.71,1
CGW_0000909,CORPORATE,CLASSIC,1246.49,4722_TRAVEL,MacOS_Safari,CA,MATCH,SUCCESS_BIOMETRIC,12,0.58,0
CGW_0000910,CORPORATE,CLASSIC,3075.38,5732_ELECTRONICS,Windows_Chrome,AE,MATCH,SUCCESS_BIOMETRIC,1,0.71,1
CGW_0000911,PREPAID,SIGNATURE,1075.54,5812_RESTAURANT,MacOS_Safari,DE,MATCH,SUCCESS_BIOMETRIC,3,0.66,0
CGW_0000912,PREPAID,SIGNATURE,3217.45,5732_ELECTRONICS,Linux_Firefox,CA,MATCH,SUCCESS_BIOMETRIC,8,0.78,0
CGW_0000913,CREDIT,GOLD,1436.11,4722_TRAVEL,Windows_Chrome,SG,MATCH,FAILED,6,0.60,0
CGW_0000914,CREDIT,PLATINUM,2628.27,5812_RESTAURANT,Android,DE,MISMATCH,SUCCESS_OTP,3,0.03,1
CGW_0000915,DEBIT,SIGNATURE,560.36,5732_ELECTRONICS,Android,AU,MATCH,SUCCESS_BIOMETRIC,8,0.72,0
CGW_0000916,CREDIT,INFINITE,1659.70,5812_RESTAURANT,Android,GB,MISMATCH,FAILED,6,0.36,1
CGW_0000917,CREDIT,GOLD,2995.48,7995_BETTING,Windows_Chrome,US,MISMATCH,BYPASSED,5,0.80,1
CGW_0000918,PREPAID,GOLD,2893.17,7995_BETTING,MacOS_Safari,US,MISMATCH,SUCCESS_OTP,6,0.14,1
CGW_0000919,CREDIT,GOLD,4184.30,5411_GROCERY,Android,GB,MISMATCH,BYPASSED,9,0.14,1
CGW_0000920,CORPORATE,GOLD,3796.90,4722_TRAVEL,Android,SG,MATCH,SUCCESS_BIOMETRIC,4,0.32,0
CGW_0000921,DEBIT,CLASSIC,2955.00,7995_BETTING,Linux_Firefox,DE,MATCH,SUCCESS_BIOMETRIC,10,0.62,1
CGW_0000922,CORPORATE,CLASSIC,1132.02,5411_GROCERY,iOS,IN,MATCH,BYPASSED,6,0.10,0
CGW_0000923,CREDIT,CLASSIC,1819.48,5732_ELECTRONICS,Linux_Firefox,US,MATCH,FAILED,11,0.77,0
CGW_0000924,CORPORATE,PLATINUM,3294.12,4722_TRAVEL,Linux_Firefox,CA,MATCH,FAILED,11,0.24,0
CGW_0000925,PREPAID,INFINITE,1252.57,5411_GROCERY,MacOS_Safari,GB,MATCH,SUCCESS_OTP,12,0.97,1
CGW_0000926,CORPORATE,GOLD,3210.72,4829_MONEY_TRANSFER,Linux_Firefox,AU,MATCH,FAILED,8,0.51,0
CGW_0000927,CREDIT,PLATINUM,1530.78,4829_MONEY_TRANSFER,Linux_Firefox,AU,MISMATCH,FAILED,6,0.06,1
CGW_0000928,DEBIT,INFINITE,4135.04,5812_RESTAURANT,Linux_Firefox,DE,MATCH,BYPASSED,1,0.97,1
CGW_0000929,DEBIT,INFINITE,3668.30,4722_TRAVEL,MacOS_Safari,AE,MATCH,SUCCESS_OTP,6,0.33,0
CGW_0000930,CORPORATE,PLATINUM,3054.23,4829_MONEY_TRANSFER,Android,GB,MISMATCH,BYPASSED,11,0.19,1
CGW_0000931,CREDIT,CLASSIC,4075.66,5812_RESTAURANT,Windows_Chrome,DE,MATCH,FAILED,8,0.92,1
CGW_0000932,PREPAID,PLATINUM,4378.25,4829_MONEY_TRANSFER,MacOS_Safari,SG,MATCH,BYPASSED,12,0.36,0
CGW_0000933,PREPAID,INFINITE,2560.67,4829_MONEY_TRANSFER,iOS,GB,MATCH,BYPASSED,2,0.98,1
CGW_0000934,DEBIT,CLASSIC,2324.30,4829_MONEY_TRANSFER,Windows_Chrome,DE,MATCH,FAILED,1,0.64,0
CGW_0000935,CORPORATE,PLATINUM,1608.53,4722_TRAVEL,Linux_Firefox,IN,MATCH,FAILED,2,0.33,0
CGW_0000936,CREDIT,INFINITE,937.85,5411_GROCERY,MacOS_Safari,GB,MATCH,SUCCESS_OTP,1,0.35,0
CGW_0000937,PREPAID,GOLD,3969.88,7995_BETTING,Windows_Chrome,DE,MATCH,BYPASSED,6,0.46,1
CGW_0000938,CREDIT,PLATINUM,4141.39,4829_MONEY_TRANSFER,Android,AU,MATCH,BYPASSED,11,0.88,1
CGW_0000939,DEBIT,SIGNATURE,2115.01,4722_TRAVEL,Windows_Chrome,DE,MISMATCH,SUCCESS_OTP,7,0.83,1
CGW_0000940,PREPAID,CLASSIC,945.03,7995_BETTING,Windows_Chrome,SG,MATCH,SUCCESS_OTP,10,0.64,1
CGW_0000941,CREDIT,PLATINUM,1589.78,5411_GROCERY,iOS,CA,MISMATCH,FAILED,7,0.06,1
CGW_0000942,CREDIT,SIGNATURE,1630.72,4722_TRAVEL,Windows_Chrome,SG,MATCH,SUCCESS_BIOMETRIC,4,0.02,0
CGW_0000943,DEBIT,PLATINUM,3423.65,4722_TRAVEL,MacOS_Safari,AU,MATCH,SUCCESS_OTP,7,0.32,0
CGW_0000944,PREPAID,CLASSIC,1832.80,5812_RESTAURANT,iOS,AE,MATCH,FAILED,2,0.19,0
CGW_0000945,DEBIT,PLATINUM,339.66,4722_TRAVEL,Linux_Firefox,AE,MISMATCH,BYPASSED,12,0.42,1
CGW_0000946,DEBIT,GOLD,1323.25,5732_ELECTRONICS,Windows_Chrome,US,MATCH,SUCCESS_BIOMETRIC,9,0.74,0
CGW_0000947,CORPORATE,CLASSIC,1493.00,4722_TRAVEL,Windows_Chrome,GB,MISMATCH,FAILED,4,0.94,1
CGW_0000948,PREPAID,PLATINUM,3260.91,7995_BETTING,Linux_Firefox,US,MISMATCH,BYPASSED,7,0.69,1
CGW_0000949,CORPORATE,PLATINUM,325.92,4829_MONEY_TRANSFER,iOS,AE,MISMATCH,FAILED,2,0.42,1
CGW_0000950,PREPAID,SIGNATURE,552.43,7995_BETTING,Android,CA,MATCH,BYPASSED,6,0.28,1
CGW_0000951,CREDIT,GOLD,2146.88,5732_ELECTRONICS,MacOS_Safari,AU,MISMATCH,FAILED,9,0.09,1
CGW_0000952,CREDIT,PLATINUM,3719.39,5411_GROCERY,Linux_Firefox,CA,MATCH,SUCCESS_BIOMETRIC,4,0.59,0
CGW_0000953,DEBIT,INFINITE,2807.87,4722_TRAVEL,Linux_Firefox,CA,MATCH,FAILED,2,0.18,0
CGW_0000954,CREDIT,SIGNATURE,3576.78,5732_ELECTRONICS,iOS,GB,MISMATCH,BYPASSED,7,0.03,1
CGW_0000955,PREPAID,INFINITE,3352.07,4829_MONEY_TRANSFER,iOS,US,MATCH,BYPASSED,6,0.30,0
CGW_0000956,PREPAID,CLASSIC,7.70,5732_ELECTRONICS,MacOS_Safari,AU,MISMATCH,SUCCESS_OTP,4,0.43,1
CGW_0000957,DEBIT,INFINITE,1684.54,7995_BETTING,iOS,DE,MISMATCH,FAILED,7,0.27,1
CGW_0000958,DEBIT,SIGNATURE,568.76,5411_GROCERY,Android,AE,MATCH,SUCCESS_BIOMETRIC,1,0.77,0
CGW_0000959,PREPAID,CLASSIC,2358.57,5411_GROCERY,Linux_Firefox,IN,MATCH,SUCCESS_BIOMETRIC,3,0.46,0
CGW_0000960,CREDIT,PLATINUM,795.32,5732_ELECTRONICS,Windows_Chrome,IN,MATCH,SUCCESS_BIOMETRIC,10,0.94,1
CGW_0000961,PREPAID,PLATINUM,3582.39,5812_RESTAURANT,Windows_Chrome,CA,MATCH,SUCCESS_OTP,10,0.52,0
CGW_0000962,CREDIT,GOLD,3301.06,5812_RESTAURANT,iOS,AE,MISMATCH,SUCCESS_OTP,11,0.98,1
CGW_0000963,CORPORATE,PLATINUM,597.29,4722_TRAVEL,MacOS_Safari,CA,MATCH,SUCCESS_OTP,6,0.53,0
CGW_0000964,DEBIT,INFINITE,268.72,4829_MONEY_TRANSFER,Windows_Chrome,US,MATCH,FAILED,4,0.13,0
CGW_0000965,CORPORATE,PLATINUM,3914.80,5732_ELECTRONICS,Windows_Chrome,SG,MATCH,SUCCESS_OTP,7,0.71,1
CGW_0000966,CORPORATE,INFINITE,1088.71,5732_ELECTRONICS,MacOS_Safari,DE,MATCH,FAILED,5,0.91,1
CGW_0000967,DEBIT,GOLD,249.46,5411_GROCERY,MacOS_Safari,AU,MATCH,SUCCESS_BIOMETRIC,8,0.67,0
CGW_0000968,DEBIT,SIGNATURE,4400.88,5732_ELECTRONICS,Android,US,MATCH,SUCCESS_BIOMETRIC,3,0.90,1
CGW_0000969,CREDIT,SIGNATURE,610.06,5732_ELECTRONICS,MacOS_Safari,GB,MATCH,SUCCESS_OTP,8,0.35,0
CGW_0000970,CREDIT,INFINITE,4182.58,5411_GROCERY,Windows_Chrome,GB,MATCH,SUCCESS_OTP,12,0.90,1
CGW_0000971,CORPORATE,INFINITE,2185.76,4722_TRAVEL,MacOS_Safari,IN,MATCH,FAILED,8,0.95,1
CGW_0000972,PREPAID,SIGNATURE,686.04,5732_ELECTRONICS,MacOS_Safari,GB,MATCH,SUCCESS_BIOMETRIC,4,0.82,0
CGW_0000973,DEBIT,SIGNATURE,644.40,5411_GROCERY,Android,US,MISMATCH,SUCCESS_BIOMETRIC,11,0.61,1
CGW_0000974,DEBIT,INFINITE,3136.88,4829_MONEY_TRANSFER,Windows_Chrome,IN,MATCH,FAILED,9,0.47,1
CGW_0000975,PREPAID,GOLD,3521.57,5411_GROCERY,Windows_Chrome,GB,MATCH,BYPASSED,2,0.54,1
CGW_0000976,DEBIT,SIGNATURE,397.33,5411_GROCERY,iOS,IN,MATCH,SUCCESS_OTP,1,0.31,0
CGW_0000977,CREDIT,PLATINUM,1554.01,7995_BETTING,Windows_Chrome,DE,MATCH,BYPASSED,8,0.90,1
CGW_0000978,CREDIT,SIGNATURE,2016.14,5732_ELECTRONICS,Windows_Chrome,AU,MATCH,BYPASSED,3,0.33,0
CGW_0000979,CORPORATE,INFINITE,4274.15,5732_ELECTRONICS,iOS,DE,MATCH,SUCCESS_BIOMETRIC,3,0.05,1
CGW_0000980,PREPAID,CLASSIC,750.98,5732_ELECTRONICS,Android,SG,MATCH,FAILED,5,0.78,0
CGW_0000981,CORPORATE,SIGNATURE,2292.73,7995_BETTING,MacOS_Safari,AE,MATCH,BYPASSED,1,0.63,1
CGW_0000982,PREPAID,SIGNATURE,3098.59,5812_RESTAURANT,Windows_Chrome,SG,MATCH,BYPASSED,1,0.37,1
CGW_0000983,DEBIT,CLASSIC,1077.59,5732_ELECTRONICS,Windows_Chrome,US,MATCH,SUCCESS_BIOMETRIC,12,0.27,0
CGW_0000984,DEBIT,GOLD,2877.97,4829_MONEY_TRANSFER,iOS,AU,MATCH,SUCCESS_BIOMETRIC,5,0.42,0
CGW_0000985,CREDIT,SIGNATURE,2253.29,5732_ELECTRONICS,Linux_Firefox,CA,MATCH,SUCCESS_BIOMETRIC,2,0.39,0
CGW_0000986,DEBIT,GOLD,2438.65,4829_MONEY_TRANSFER,iOS,AE,MATCH,FAILED,6,0.36,0
CGW_0000987,DEBIT,INFINITE,1448.74,5812_RESTAURANT,iOS,IN,MATCH,SUCCESS_BIOMETRIC,4,0.78,0
CGW_0000988,CORPORATE,INFINITE,881.03,5732_ELECTRONICS,MacOS_Safari,DE,MATCH,FAILED,12,0.82,0
