ApplicationID,ApplicantAge,EmploymentType,YearsOfExperience,MonthlyIncomeINR,RequestedLoanAmount,LoanTenureMonths,DebtToIncomeRatio,CIBIL_CreditScore,ExistingActiveLoansCount,LoanPurpose,HasCoApplicant,LoanDefaultRisk
APP_000828,44,SALARIED_MNC,22.30,278920.71,1065263.07,36,0.36,733,2,VEHICLE_PURCHASE,YES,0
APP_000829,51,CONTRACTUAL,6.20,80520.56,2453285.52,60,0.28,813,1,DEBT_CONSOLIDATION,NO,0
APP_000830,42,SALARIED_MNC,20.90,257891.33,2031825.21,60,0.63,754,0,EDUCATION,NO,1
APP_000831,46,BUSINESS_OWNER,10.50,344331.16,1180893.51,48,0.24,620,1,BUSINESS_EXPANSION,YES,1
APP_000832,45,SALARIED_MNC,17.80,226473.73,162010.86,84,0.73,571,4,MEDICAL_EMERGENCY,NO,1
APP_000833,50,SELF_EMPLOYED_PROFESSIONAL,24.20,30478.13,1844061.70,60,0.33,606,0,VEHICLE_PURCHASE,YES,1
APP_000834,62,SELF_EMPLOYED_PROFESSIONAL,9.20,71012.69,1293066.58,36,0.53,828,2,BUSINESS_EXPANSION,NO,0
APP_000835,29,SALARIED_MNC,9.70,276253.58,1773459.76,60,0.17,555,0,BUSINESS_EXPANSION,NO,1
APP_000836,31,BUSINESS_OWNER,18.80,246419.86,569648.39,84,0.28,638,4,BUSINESS_EXPANSION,YES,1
APP_000837,29,SALARIED_GOVT,21.70,130693.37,87389.04,24,0.45,605,2,MEDICAL_EMERGENCY,YES,1
APP_000838,31,SELF_EMPLOYED_PROFESSIONAL,13.00,279072.39,70418.16,36,0.17,681,1,HOME_RENOVATION,YES,0
APP_000839,56,CONTRACTUAL,1.40,279921.30,1779018.42,24,0.49,675,2,EDUCATION,YES,0
APP_000840,26,SALARIED_MNC,16.30,60822.13,1531802.15,48,0.72,764,1,VEHICLE_PURCHASE,YES,1
APP_000841,34,SELF_EMPLOYED_PROFESSIONAL,20.90,316777.65,937966.28,12,0.43,744,0,MEDICAL_EMERGENCY,YES,0
APP_000842,29,SALARIED_GOVT,19.70,306945.62,553090.94,60,0.38,684,5,BUSINESS_EXPANSION,YES,0
APP_000843,38,SALARIED_MNC,18.70,35875.46,287202.80,48,0.16,723,3,DEBT_CONSOLIDATION,NO,0
APP_000844,28,CONTRACTUAL,9.90,64351.25,1648562.98,120,0.14,563,3,MEDICAL_EMERGENCY,NO,1
APP_000845,45,BUSINESS_OWNER,6.30,340215.68,724393.71,48,0.63,552,2,DEBT_CONSOLIDATION,NO,1
APP_000846,34,SALARIED_MNC,11.30,261376.21,2119070.71,120,0.23,831,1,HOME_RENOVATION,NO,0
APP_000847,26,SALARIED_MNC,11.40,168860.24,2047166.02,12,0.56,721,0,BUSINESS_EXPANSION,NO,1
APP_000848,29,SALARIED_MNC,18.80,261045.59,2053876.94,60,0.14,805,4,HOME_RENOVATION,NO,0
APP_000849,51,CONTRACTUAL,4.90,25419.54,534710.19,36,0.59,687,2,MEDICAL_EMERGENCY,YES,1
APP_000850,38,CONTRACTUAL,7.70,175822.00,1943436.44,84,0.34,745,5,HOME_RENOVATION,YES,0
APP_000851,55,CONTRACTUAL,20.20,297201.16,1486836.19,120,0.11,764,2,EDUCATION,NO,0
APP_000852,32,SALARIED_MNC,15.40,133427.16,2262776.00,60,0.21,845,0,EDUCATION,NO,0
APP_000853,30,SELF_EMPLOYED_PROFESSIONAL,17.30,181946.25,1928347.85,120,0.53,588,4,VEHICLE_PURCHASE,YES,1
APP_000854,62,SALARIED_MNC,13.40,292669.79,2459149.26,36,0.53,756,1,BUSINESS_EXPANSION,YES,0
APP_000855,54,SALARIED_MNC,18.10,221990.02,950061.55,24,0.64,614,5,EDUCATION,NO,1
APP_000856,48,CONTRACTUAL,8.30,311896.61,892597.53,60,0.73,598,5,VEHICLE_PURCHASE,NO,1
APP_000857,26,SALARIED_MNC,11.90,234324.57,2303444.97,60,0.43,620,5,MEDICAL_EMERGENCY,YES,1
APP_000858,36,CONTRACTUAL,20.40,108791.16,2021931.99,12,0.66,781,0,VEHICLE_PURCHASE,YES,1
APP_000859,49,BUSINESS_OWNER,21.80,179023.74,2131140.59,84,0.41,602,1,DEBT_CONSOLIDATION,YES,1
APP_000860,31,SELF_EMPLOYED_PROFESSIONAL,13.30,134652.10,1533665.73,84,0.71,561,3,DEBT_CONSOLIDATION,NO,1
APP_000861,47,CONTRACTUAL,3.40,56464.96,1194811.82,24,0.35,777,5,BUSINESS_EXPANSION,YES,0
APP_000862,24,SALARIED_GOVT,22.20,192356.16,1759423.80,24,0.11,726,3,EDUCATION,NO,0
APP_000863,61,SELF_EMPLOYED_PROFESSIONAL,7.80,168563.65,2454849.28,84,0.45,737,5,EDUCATION,YES,0
APP_000864,38,SALARIED_GOVT,11.10,126366.71,318047.38,60,0.16,849,1,HOME_RENOVATION,YES,0
APP_000865,29,CONTRACTUAL,22.80,280433.75,362303.32,36,0.43,613,4,MEDICAL_EMERGENCY,YES,1
APP_000866,50,BUSINESS_OWNER,7.10,61139.03,961743.68,12,0.55,775,5,VEHICLE_PURCHASE,YES,0
APP_000867,26,SALARIED_MNC,20.20,288512.09,290047.26,60,0.48,743,3,EDUCATION,NO,0
APP_000868,60,BUSINESS_OWNER,11.50,230332.64,1924873.42,120,0.20,804,2,MEDICAL_EMERGENCY,NO,0
APP_000869,38,BUSINESS_OWNER,4.90,336545.34,2303646.32,48,0.56,621,4,BUSINESS_EXPANSION,YES,1
APP_000870,58,BUSINESS_OWNER,8.10,346548.09,738577.63,24,0.40,743,3,DEBT_CONSOLIDATION,YES,0
APP_000871,27,SALARIED_GOVT,16.90,33659.02,2421883.66,120,0.36,647,0,BUSINESS_EXPANSION,YES,1
APP_000872,55,SALARIED_MNC,19.10,109377.06,535939.55,48,0.73,745,1,DEBT_CONSOLIDATION,NO,1
APP_000873,42,BUSINESS_OWNER,10.80,137479.46,2286796.10,84,0.52,557,5,HOME_RENOVATION,NO,1
APP_000874,23,CONTRACTUAL,16.50,121060.51,385836.14,120,0.69,615,5,VEHICLE_PURCHASE,NO,1
APP_000875,36,SALARIED_MNC,7.10,73592.16,2119034.00,24,0.47,691,2,VEHICLE_PURCHASE,YES,0
APP_000876,46,BUSINESS_OWNER,24.50,25773.37,751007.28,24,0.40,698,5,HOME_RENOVATION,YES,1
APP_000877,26,SALARIED_MNC,16.90,168192.98,1156019.52,60,0.47,632,5,HOME_RENOVATION,YES,1
APP_000878,21,SELF_EMPLOYED_PROFESSIONAL,2.50,229215.24,1745350.55,24,0.35,816,1,EDUCATION,NO,0
APP_000879,32,BUSINESS_OWNER,12.90,87010.28,1059289.73,24,0.54,662,2,HOME_RENOVATION,YES,0
APP_000880,45,SALARIED_MNC,7.10,184892.94,449416.71,120,0.33,627,2,BUSINESS_EXPANSION,NO,1
APP_000881,48,SALARIED_GOVT,2.70,167650.96,2274847.60,12,0.35,794,4,HOME_RENOVATION,YES,0
APP_000882,29,BUSINESS_OWNER,1.60,163440.33,191854.03,12,0.68,587,4,EDUCATION,NO,1
APP_000883,48,SELF_EMPLOYED_PROFESSIONAL,6.00,237505.20,1518670.40,48,0.70,573,0,EDUCATION,NO,1
APP_000884,56,BUSINESS_OWNER,15.80,141183.79,2031963.80,60,0.49,697,0,DEBT_CONSOLIDATION,NO,0
APP_000885,23,SALARIED_MNC,15.90,93213.63,1606231.85,24,0.35,713,5,DEBT_CONSOLIDATION,YES,0
APP_000886,26,BUSINESS_OWNER,15.20,229084.36,2050523.16,120,0.42,785,3,BUSINESS_EXPANSION,NO,0
APP_000887,42,CONTRACTUAL,5.60,129894.96,87105.18,120,0.67,735,0,VEHICLE_PURCHASE,YES,1
APP_000888,21,SALARIED_GOVT,21.80,113554.55,893705.08,60,0.48,555,4,VEHICLE_PURCHASE,NO,1
APP_000889,55,SALARIED_GOVT,21.70,155715.76,1403054.82,48,0.63,835,1,DEBT_CONSOLIDATION,NO,1
APP_000890,49,SALARIED_GOVT,23.40,281575.72,300727.43,84,0.62,835,4,BUSINESS_EXPANSION,YES,1
APP_000891,44,SELF_EMPLOYED_PROFESSIONAL,20.90,105428.62,1672408.37,12,0.74,746,2,MEDICAL_EMERGENCY,YES,1
APP_000892,48,SALARIED_GOVT,21.60,97053.12,259450.38,24,0.15,663,4,BUSINESS_EXPANSION,YES,0
APP_000893,52,SELF_EMPLOYED_PROFESSIONAL,3.10,331150.07,1002511.37,120,0.43,683,4,DEBT_CONSOLIDATION,NO,0
APP_000894,29,SALARIED_GOVT,12.80,332334.44,2483698.09,60,0.56,618,1,VEHICLE_PURCHASE,YES,1
APP_000895,30,SALARIED_MNC,14.50,295935.87,861806.29,24,0.17,774,4,EDUCATION,NO,0
APP_000896,34,SELF_EMPLOYED_PROFESSIONAL,21.30,307628.23,277119.07,84,0.69,738,1,VEHICLE_PURCHASE,YES,1
APP_000897,41,CONTRACTUAL,23.00,203376.58,2440919.68,36,0.29,728,2,VEHICLE_PURCHASE,NO,0
APP_000898,45,BUSINESS_OWNER,21.20,204511.52,2175176.60,36,0.20,841,4,MEDICAL_EMERGENCY,NO,0
APP_000899,59,SELF_EMPLOYED_PROFESSIONAL,12.20,144964.82,2280623.33,24,0.21,611,2,MEDICAL_EMERGENCY,YES,1
APP_000900,26,SELF_EMPLOYED_PROFESSIONAL,25.00,217035.12,1663621.12,84,0.35,575,3,VEHICLE_PURCHASE,YES,1
APP_000901,61,SALARIED_MNC,19.80,166997.74,2259150.15,84,0.59,679,3,EDUCATION,NO,1
APP_000902,26,BUSINESS_OWNER,0.60,126128.33,1389241.13,36,0.57,745,4,VEHICLE_PURCHASE,YES,1
APP_000903,56,SALARIED_MNC,21.60,125992.97,2368650.11,12,0.39,716,3,DEBT_CONSOLIDATION,NO,0
APP_000904,49,CONTRACTUAL,11.40,279664.51,1184699.41,84,0.13,682,5,BUSINESS_EXPANSION,NO,0
APP_000905,22,SALARIED_GOVT,3.50,295150.60,995852.42,48,0.44,811,2,MEDICAL_EMERGENCY,YES,0
APP_000906,48,SALARIED_MNC,20.00,84588.24,736975.83,36,0.73,675,3,BUSINESS_EXPANSION,NO,1
APP_000907,51,BUSINESS_OWNER,1.30,79688.37,521668.68,24,0.28,633,3,VEHICLE_PURCHASE,NO,1
APP_000908,23,SALARIED_GOVT,4.80,257577.70,1703694.97,120,0.48,600,1,MEDICAL_EMERGENCY,NO,1
APP_000909,62,SALARIED_MNC,12.60,169008.01,1916496.21,84,0.65,743,5,DEBT_CONSOLIDATION,NO,1
APP_000910,49,SELF_EMPLOYED_PROFESSIONAL,21.70,119862.36,1487002.57,24,0.61,595,2,VEHICLE_PURCHASE,NO,1
APP_000911,56,SALARIED_GOVT,8.60,347054.19,2102282.37,120,0.27,621,2,VEHICLE_PURCHASE,YES,1
APP_000912,34,SELF_EMPLOYED_PROFESSIONAL,3.90,28389.38,1326585.97,48,0.36,845,5,MEDICAL_EMERGENCY,YES,1
APP_000913,50,SALARIED_GOVT,20.90,147642.71,1611030.63,48,0.23,612,2,HOME_RENOVATION,YES,1
APP_000914,53,CONTRACTUAL,16.50,133443.36,2074222.28,120,0.36,657,4,MEDICAL_EMERGENCY,YES,0
APP_000915,36,SALARIED_GOVT,4.00,150444.24,2190905.08,36,0.69,606,0,BUSINESS_EXPANSION,YES,1
APP_000916,57,BUSINESS_OWNER,17.20,85914.90,202601.32,84,0.26,838,3,BUSINESS_EXPANSION,NO,0
APP_000917,31,BUSINESS_OWNER,8.80,106609.37,500199.47,36,0.39,587,2,EDUCATION,YES,1
APP_000918,35,CONTRACTUAL,9.40,187563.44,1526529.54,84,0.21,786,5,HOME_RENOVATION,YES,0
APP_000919,57,CONTRACTUAL,5.20,86834.96,2218800.68,60,0.68,558,2,BUSINESS_EXPANSION,YES,1
APP_000920,36,SALARIED_MNC,14.90,157928.42,2065914.06,120,0.46,809,1,HOME_RENOVATION,YES,0
APP_000921,26,SALARIED_MNC,0.70,161563.04,2047327.88,12,0.72,841,4,HOME_RENOVATION,YES,1
APP_000922,61,SALARIED_MNC,16.50,335307.55,1826581.48,12,0.65,796,3,DEBT_CONSOLIDATION,YES,1
APP_000923,47,BUSINESS_OWNER,14.80,128090.32,1808528.81,36,0.37,789,3,MEDICAL_EMERGENCY,NO,0
APP_000924,24,SALARIED_GOVT,5.30,258003.84,1567704.36,48,0.43,559,0,EDUCATION,NO,1
APP_000925,22,BUSINESS_OWNER,15.90,99849.90,1940670.47,60,0.25,733,3,HOME_RENOVATION,NO,0
APP_000926,39,SALARIED_GOVT,9.90,209944.74,877423.25,120,0.74,670,1,VEHICLE_PURCHASE,NO,1
APP_000927,35,SELF_EMPLOYED_PROFESSIONAL,5.80,209592.87,62536.64,84,0.45,649,0,VEHICLE_PURCHASE,YES,0
APP_000928,52,SALARIED_GOVT,2.20,247191.48,1620759.34,120,0.14,638,4,EDUCATION,YES,1
APP_000929,23,SALARIED_GOVT,9.90,194318.02,2195153.79,84,0.14,588,3,MEDICAL_EMERGENCY,YES,1
APP_000930,48,SELF_EMPLOYED_PROFESSIONAL,13.90,190256.80,614625.11,60,0.25,583,2,HOME_RENOVATION,NO,1
APP_000931,21,CONTRACTUAL,11.40,170062.83,2168408.40,48,0.33,552,1,EDUCATION,YES,1
APP_000932,25,SALARIED_GOVT,18.50,161393.88,926555.27,84,0.43,799,5,MEDICAL_EMERGENCY,NO,0
APP_000933,36,BUSINESS_OWNER,15.90,143682.57,1493092.12,48,0.11,555,2,DEBT_CONSOLIDATION,YES,1
APP_000934,52,SELF_EMPLOYED_PROFESSIONAL,10.50,105768.69,809945.53,84,0.62,631,3,EDUCATION,YES,1
APP_000935,21,BUSINESS_OWNER,8.20,229465.55,1217348.44,48,0.71,606,4,DEBT_CONSOLIDATION,NO,1
APP_000936,28,SALARIED_GOVT,2.40,305641.57,2048277.58,84,0.66,697,3,VEHICLE_PURCHASE,YES,1
APP_000937,39,SALARIED_MNC,9.10,287471.50,507041.55,84,0.29,728,1,BUSINESS_EXPANSION,YES,0
APP_000938,52,CONTRACTUAL,10.10,96736.43,2262746.54,24,0.13,680,1,DEBT_CONSOLIDATION,NO,0
APP_000939,27,CONTRACTUAL,8.40,346234.05,2088648.47,84,0.42,643,3,EDUCATION,NO,0
APP_000940,55,CONTRACTUAL,22.70,201434.40,1618079.48,12,0.62,675,1,VEHICLE_PURCHASE,NO,1
APP_000941,52,BUSINESS_OWNER,8.30,121478.40,1847829.57,12,0.38,735,2,DEBT_CONSOLIDATION,NO,0
APP_000942,22,BUSINESS_OWNER,14.00,220138.64,1916750.44,24,0.74,787,5,EDUCATION,YES,1
APP_000943,24,CONTRACTUAL,7.30,334485.74,1685170.43,24,0.18,744,1,VEHICLE_PURCHASE,YES,0
APP_000944,24,SALARIED_MNC,1.60,294603.96,54207.68,24,0.29,794,2,BUSINESS_EXPANSION,YES,0
APP_000945,36,BUSINESS_OWNER,17.40,256787.59,1898795.17,60,0.49,689,4,BUSINESS_EXPANSION,NO,0
APP_000946,57,SALARIED_MNC,24.50,93274.81,920290.21,36,0.42,791,3,BUSINESS_EXPANSION,YES,0
APP_000947,60,SELF_EMPLOYED_PROFESSIONAL,5.80,266321.25,1909673.57,120,0.31,581,4,VEHICLE_PURCHASE,NO,1
APP_000948,42,SELF_EMPLOYED_PROFESSIONAL,20.50,342422.38,1710839.75,36,0.67,711,2,EDUCATION,YES,1
APP_000949,58,CONTRACTUAL,18.30,265727.14,205035.04,36,0.18,582,0,VEHICLE_PURCHASE,NO,1
APP_000950,53,CONTRACTUAL,9.20,125006.40,252868.45,60,0.47,585,4,VEHICLE_PURCHASE,YES,1
APP_000951,39,BUSINESS_OWNER,1.10,88367.43,1486842.55,12,0.52,742,1,BUSINESS_EXPANSION,NO,0
APP_000952,37,CONTRACTUAL,11.40,32621.31,79115.60,84,0.55,619,2,BUSINESS_EXPANSION,YES,1
APP_000953,21,CONTRACTUAL,10.70,53915.96,811137.56,48,0.33,846,5,VEHICLE_PURCHASE,NO,0
APP_000954,43,BUSINESS_OWNER,6.00,96079.25,785685.30,48,0.32,819,5,DEBT_CONSOLIDATION,YES,0
APP_000955,29,CONTRACTUAL,1.60,49972.96,1864074.83,84,0.65,829,0,VEHICLE_PURCHASE,YES,1
APP_000956,51,BUSINESS_OWNER,23.90,91052.90,1011770.34,120,0.26,841,0,DEBT_CONSOLIDATION,YES,0
APP_000957,30,CONTRACTUAL,3.70,347049.95,1725285.82,84,0.75,703,5,DEBT_CONSOLIDATION,NO,1
APP_000958,54,CONTRACTUAL,3.80,114578.20,260841.18,24,0.35,577,1,VEHICLE_PURCHASE,NO,1
APP_000959,33,CONTRACTUAL,21.80,228111.43,2023403.21,36,0.24,641,3,HOME_RENOVATION,NO,0
APP_000960,45,BUSINESS_OWNER,9.80,189392.45,976369.74,120,0.64,772,5,HOME_RENOVATION,NO,1
APP_000961,38,SELF_EMPLOYED_PROFESSIONAL,1.60,214798.62,196401.23,84,0.26,630,5,VEHICLE_PURCHASE,NO,1
APP_000962,59,CONTRACTUAL,12.70,252683.80,132581.01,12,0.45,678,5,DEBT_CONSOLIDATION,YES,0
APP_000963,47,BUSINESS_OWNER,5.30,31873.68,1398225.22,120,0.39,732,0,DEBT_CONSOLIDATION,YES,1
APP_000964,24,SALARIED_GOVT,10.00,286886.57,1805769.02,84,0.71,771,5,MEDICAL_EMERGENCY,YES,1
APP_000965,46,CONTRACTUAL,6.10,271447.63,2315682.44,12,0.33,683,4,BUSINESS_EXPANSION,NO,0
APP_000966,51,SALARIED_GOVT,11.80,195821.97,2397680.19,84,0.55,634,0,DEBT_CONSOLIDATION,NO,1
APP_000967,54,SELF_EMPLOYED_PROFESSIONAL,5.50,255722.49,2010197.11,60,0.66,586,1,DEBT_CONSOLIDATION,YES,1
APP_000968,51,BUSINESS_OWNER,1.60,280741.14,758339.14,48,0.34,632,5,MEDICAL_EMERGENCY,NO,1
APP_000969,24,SALARIED_GOVT,23.30,221894.17,1279017.95,24,0.59,580,4,DEBT_CONSOLIDATION,YES,1
APP_000970,27,SELF_EMPLOYED_PROFESSIONAL,9.70,275504.25,1501501.76,12,0.35,843,2,MEDICAL_EMERGENCY,NO,0
APP_000971,26,SALARIED_MNC,11.50,88386.92,1433839.70,84,0.58,733,4,EDUCATION,YES,1
APP_000972,46,CONTRACTUAL,24.30,121583.68,1418578.59,120,0.26,672,1,BUSINESS_EXPANSION,NO,0
APP_000973,37,CONTRACTUAL,18.80,49549.79,1317145.20,24,0.23,767,5,HOME_RENOVATION,NO,0
APP_000974,21,CONTRACTUAL,7.40,283917.84,1259723.55,24,0.32,795,3,MEDICAL_EMERGENCY,NO,0
APP_000975,30,BUSINESS_OWNER,13.90,104216.02,2051481.80,60,0.14,731,3,VEHICLE_PURCHASE,NO,0
APP_000976,59,SELF_EMPLOYED_PROFESSIONAL,5.80,193190.68,1072613.76,120,0.69,718,4,HOME_RENOVATION,YES,1
APP_000977,60,SELF_EMPLOYED_PROFESSIONAL,14.70,42070.62,574980.73,84,0.39,603,2,HOME_RENOVATION,YES,1
APP_000978,38,SELF_EMPLOYED_PROFESSIONAL,3.90,232222.00,1999629.41,12,0.13,835,3,EDUCATION,YES,0
APP_000979,43,SELF_EMPLOYED_PROFESSIONAL,2.20,79596.74,1318111.77,84,0.73,740,3,DEBT_CONSOLIDATION,YES,1
APP_000980,57,CONTRACTUAL,9.20,271632.34,2087551.97,24,0.21,718,2,DEBT_CONSOLIDATION,YES,0
APP_000981,50,SALARIED_GOVT,16.10,280277.59,1156897.61,60,0.12,827,3,BUSINESS_EXPANSION,YES,0
APP_000982,38,BUSINESS_OWNER,16.80,45018.16,601232.32,84,0.45,816,1,VEHICLE_PURCHASE,NO,0
APP_000983,53,SALARIED_MNC,8.20,81653.80,288404.70,60,0.20,790,1,VEHICLE_PURCHASE,YES,0
APP_000984,28,SELF_EMPLOYED_PROFESSIONAL,13.10,50316.36,2056888.96,12,0.68,797,5,EDUCATION,YES,1
APP_000985,44,SALARIED_GOVT,8.50,333265.78,423889.16,36,0.25,685,1,MEDICAL_EMERGENCY,NO,0
APP_000986,43,SALARIED_MNC,10.50,204487.56,647637.40,48,0.71,796,0,EDUCATION,NO,1
APP_000987,53,CONTRACTUAL,24.40,270080.83,889650.11,12,0.27,744,2,VEHICLE_PURCHASE,NO,0
APP_000988,41,SALARIED_GOVT,16.90,116586.89,144512.45,120,0.14,767,1,BUSINESS_EXPANSION,NO,0
APP_000989,59,CONTRACTUAL,18.20,250915.88,544609.73,48,0.23,595,0,HOME_RENOVATION,YES,1
APP_000990,46,SALARIED_GOVT,21.10,162493.58,1653035.06,24,0.68,728,3,MEDICAL_EMERGENCY,NO,1
APP_000991,35,SALARIED_MNC,23.90,92216.70,1749556.00,84,0.57,681,1,DEBT_CONSOLIDATION,YES,1
APP_000992,58,SELF_EMPLOYED_PROFESSIONAL,21.00,26343.63,1055880.99,60,0.22,767,0,VEHICLE_PURCHASE,YES,1
APP_000993,37,CONTRACTUAL,1.30,164754.48,1052542.82,24,0.55,689,1,VEHICLE_PURCHASE,NO,0
APP_000994,62,SELF_EMPLOYED_PROFESSIONAL,14.40,124238.31,338427.99,120,0.68,712,1,EDUCATION,YES,1
APP_000995,21,SALARIED_MNC,23.20,104379.04,2296338.53,12,0.61,742,2,VEHICLE_PURCHASE,YES,1
APP_000996,62,SALARIED_GOVT,18.00,112007.23,1094181.93,12,0.22,847,5,VEHICLE_PURCHASE,NO,0
APP_000997,55,BUSINESS_OWNER,14.90,216238.73,1256233.51,48,0.57,720,4,VEHICLE_PURCHASE,NO,1
APP_000998,22,BUSINESS_OWNER,16.30,176917.78,2232935.67,120,0.45,633,4,DEBT_CONSOLIDATION,YES,1
APP_000999,23,SELF_EMPLOYED_PROFESSIONAL,7.70,233109.03,1583295.66,24,0.62,677,3,BUSINESS_EXPANSION,NO,1
APP_001000,54,SALARIED_GOVT,11.70,90092.18,423975.09,84,0.68,784,3,EDUCATION,NO,1
APP_001001,58,CONTRACTUAL,4.00,311541.26,2446208.94,24,0.17,658,5,MEDICAL_EMERGENCY,NO,0
APP_001002,31,BUSINESS_OWNER,24.00,116192.24,1970995.55,48,0.58,699,2,EDUCATION,YES,1
APP_001003,32,CONTRACTUAL,19.20,316488.82,1131107.29,120,0.72,781,0,DEBT_CONSOLIDATION,NO,1
APP_001004,27,SELF_EMPLOYED_PROFESSIONAL,2.40,334887.19,1593811.03,120,0.22,774,0,VEHICLE_PURCHASE,YES,0
APP_001005,47,CONTRACTUAL,8.00,224470.31,467220.95,36,0.32,801,4,BUSINESS_EXPANSION,NO,0
APP_001006,45,SELF_EMPLOYED_PROFESSIONAL,14.00,118022.84,310237.65,60,0.72,635,4,EDUCATION,YES,1
APP_001007,48,SALARIED_MNC,17.30,310690.33,1167304.60,84,0.27,634,2,DEBT_CONSOLIDATION,YES,1
APP_001008,35,SELF_EMPLOYED_PROFESSIONAL,17.10,211151.03,654887.20,48,0.35,829,2,MEDICAL_EMERGENCY,NO,0
APP_001009,51,CONTRACTUAL,16.70,276918.86,2199950.54,60,0.41,670,2,MEDICAL_EMERGENCY,NO,0
APP_001010,56,SELF_EMPLOYED_PROFESSIONAL,12.30,344743.77,2368036.18,24,0.28,732,4,DEBT_CONSOLIDATION,YES,0
APP_001011,51,CONTRACTUAL,14.40,304949.92,2054289.08,24,0.50,814,4,DEBT_CONSOLIDATION,NO,0
APP_001012,33,SALARIED_GOVT,5.40,262645.27,825729.57,36,0.44,654,0,DEBT_CONSOLIDATION,YES,0
APP_001013,56,CONTRACTUAL,23.30,175055.90,1504309.20,12,0.51,659,5,EDUCATION,YES,0
APP_001014,44,SALARIED_MNC,5.10,195580.50,2352917.55,120,0.59,586,3,HOME_RENOVATION,YES,1
APP_001015,40,SELF_EMPLOYED_PROFESSIONAL,12.50,255539.33,2139822.76,24,0.41,555,3,HOME_RENOVATION,NO,1
APP_001016,51,SALARIED_GOVT,14.10,105056.17,1188856.45,24,0.19,732,0,MEDICAL_EMERGENCY,NO,0
APP_001017,37,CONTRACTUAL,14.60,215080.01,2152970.79,60,0.65,792,2,MEDICAL_EMERGENCY,YES,1
APP_001018,57,SALARIED_MNC,15.70,268053.16,588858.62,60,0.22,659,1,HOME_RENOVATION,NO,0
APP_001019,31,BUSINESS_OWNER,9.00,194170.33,1078411.19,48,0.66,777,1,BUSINESS_EXPANSION,NO,1
APP_001020,27,SALARIED_MNC,4.20,224946.28,1079140.63,48,0.31,748,4,EDUCATION,YES,0
APP_001021,22,SELF_EMPLOYED_PROFESSIONAL,14.30,171842.28,887644.49,84,0.18,802,5,VEHICLE_PURCHASE,YES,0
APP_001022,59,SALARIED_MNC,12.00,75470.48,1111524.36,24,0.51,811,5,BUSINESS_EXPANSION,YES,0
APP_001023,39,SALARIED_GOVT,24.20,229142.14,1730219.18,84,0.32,647,0,EDUCATION,YES,0
APP_001024,54,SELF_EMPLOYED_PROFESSIONAL,16.00,27584.54,581272.41,48,0.10,735,0,HOME_RENOVATION,YES,1
APP_001025,43,SALARIED_GOVT,5.10,196742.96,2440129.37,120,0.33,582,0,BUSINESS_EXPANSION,YES,1
APP_001026,29,SALARIED_GOVT,3.20,181661.50,1331060.42,84,0.25,613,0,DEBT_CONSOLIDATION,YES,1
APP_001027,54,BUSINESS_OWNER,9.00,124772.69,1925957.98,36,0.12,755,5,DEBT_CONSOLIDATION,NO,0
APP_001028,54,BUSINESS_OWNER,23.80,317609.30,2180420.84,12,0.32,731,2,DEBT_CONSOLIDATION,NO,0
APP_001029,38,SELF_EMPLOYED_PROFESSIONAL,18.40,69647.67,1360462.72,36,0.18,754,2,EDUCATION,NO,0
APP_001030,42,SALARIED_GOVT,8.60,344386.65,2468405.14,12,0.22,802,1,VEHICLE_PURCHASE,YES,0
APP_001031,58,SALARIED_MNC,9.50,331560.02,1524032.97,120,0.55,657,4,EDUCATION,YES,0
APP_001032,22,SALARIED_GOVT,21.70,64026.56,2387899.14,36,0.48,558,1,MEDICAL_EMERGENCY,NO,1
APP_001033,28,SALARIED_GOVT,21.20,193067.95,2097633.80,60,0.36,799,5,HOME_RENOVATION,NO,0
APP_001034,46,SELF_EMPLOYED_PROFESSIONAL,7.40,330729.65,1596632.70,84,0.30,784,3,HOME_RENOVATION,YES,0
APP_001035,21,CONTRACTUAL,15.30,242080.79,870984.20,48,0.59,642,5,VEHICLE_PURCHASE,YES,1
APP_001036,55,CONTRACTUAL,1.90,115842.53,468932.09,36,0.12,726,2,HOME_RENOVATION,NO,0
APP_001037,21,SALARIED_GOVT,24.00,322514.25,1502966.11,60,0.53,819,2,BUSINESS_EXPANSION,YES,0
APP_001038,26,BUSINESS_OWNER,0.80,207858.14,653213.27,12,0.37,782,0,DEBT_CONSOLIDATION,YES,0
APP_001039,47,CONTRACTUAL,1.90,311356.22,2105659.31,120,0.27,567,2,DEBT_CONSOLIDATION,NO,1
APP_001040,30,SALARIED_GOVT,3.60,338595.00,877549.44,84,0.37,576,0,BUSINESS_EXPANSION,YES,1
APP_001041,35,SALARIED_GOVT,18.80,151178.42,1556296.64,60,0.74,589,5,EDUCATION,YES,1
APP_001042,28,CONTRACTUAL,19.00,143800.93,349216.65,12,0.36,758,5,MEDICAL_EMERGENCY,NO,0
APP_001043,27,SALARIED_GOVT,9.60,301100.10,106489.16,84,0.65,793,5,DEBT_CONSOLIDATION,NO,1
APP_001044,40,SALARIED_GOVT,22.00,170898.73,1837187.55,48,0.24,687,1,BUSINESS_EXPANSION,YES,0
APP_001045,50,SELF_EMPLOYED_PROFESSIONAL,6.20,151897.29,1331476.69,84,0.15,606,0,VEHICLE_PURCHASE,NO,1
