TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance
TX000215,AC00340,263.09,4/19/2020,Debit,Oklahoma City,D000149,160.65.101.37,M057,Branch,58,Engineer,152,1,10628.80
TX000216,AC00397,806.28,11/19/2022,Debit,San Francisco,D000483,133.63.96.21,M045,ATM,39,Student,102,1,914.92
TX000217,AC00426,308.66,9/29/2024,Credit,Memphis,D000387,113.115.81.178,M084,Online,64,Retired,140,1,4065.19
TX000218,AC00500,1134.34,2/14/2024,Credit,Washington,D000652,115.96.94.156,M062,ATM,27,Student,17,1,101.25
TX000219,AC00395,177.35,7/11/2022,Debit,Washington,D000144,151.247.130.190,M020,ATM,45,Student,35,1,3428.72
TX000220,AC00353,356.56,1/20/2025,Debit,Sacramento,D000248,141.121.30.32,M070,Branch,54,Engineer,120,1,11996.38
TX000221,AC00364,757.27,4/10/2020,Debit,Philadelphia,D000525,196.121.240.10,M031,Branch,51,Student,117,1,1179.45
TX000222,AC00456,257.12,2/3/2025,Credit,Mesa,D000354,93.160.83.196,M087,Online,65,Student,127,1,2795.43
TX000223,AC00351,129.59,1/8/2021,Debit,San Diego,D000099,40.192.99.27,M060,ATM,57,Doctor,120,1,13327.89
TX000224,AC00391,9.51,10/26/2020,Debit,Washington,D000017,156.134.123.253,M062,ATM,60,Doctor,64,1,14670.71
TX000225,AC00327,375.25,6/17/2022,Debit,Milwaukee,D000432,164.75.163.220,M059,Online,73,Doctor,102,1,13270.61
TX000226,AC00447,613.65,2/6/2023,Debit,Seattle,D000594,24.129.74.189,M040,ATM,54,Student,84,1,852.52
TX000227,AC00495,100.45,10/23/2025 0:00,Credit,Milwaukee,D000574,100.198.165.4,M099,Online,77,Student,152,1,291.79
TX000228,AC00470,853.36,9/4/2023,Credit,San Jose,D000492,194.29.57.163,M078,Branch,68,Retired,50,1,272.51
TX000229,AC00469,120.80,2/3/2023 18:03,Debit,Washington,D000618,134.247.5.188,M031,ATM,75,Retired,30,1,12914.25
TX000230,AC00456,277.26,11/5/2020,Credit,Milwaukee,D000427,172.111.76.65,M092,Online,77,Engineer,91,1,3616.92
TX000231,AC00479,425.15,1/14/2023,Debit,Seattle,D000181,5.74.9.122,M076,ATM,36,Student,68,1,935.63
TX000232,AC00371,463.40,7/13/2021,Credit,Louisville,D000440,18.72.115.111,M074,Online,62,Retired,132,1,4292.74
TX000233,AC00342,467.01,5/15/2023,Debit,Mesa,D000316,80.155.14.197,M064,Branch,53,Retired,124,1,8027.88
TX000234,AC00328,58.11,12/12/2023 17:20,Debit,Seattle,D000058,23.163.145.195,M069,ATM,68,Doctor,94,1,14693.64
TX000235,AC00367,27.19,1/19/2020,Debit,Virginia Beach,D000187,52.1.78.30,M068,ATM,78,Doctor,43,1,14959.23
TX000236,AC00350,392.49,9/25/2021,Debit,Louisville,D000284,92.90.132.79,M063,Branch,61,Engineer,136,1,8884.81
TX000237,AC00421,137.43,11/16/2023,Debit,Virginia Beach,D000301,182.84.41.229,M055,ATM,57,Retired,60,1,10355.94
TX000238,AC00390,13.48,10/5/2024,Debit,Virginia Beach,D000007,76.0.164.168,M048,ATM,52,Doctor,51,1,13911.48
TX000239,AC00457,827.55,2/3/2023,Debit,San Francisco,D000587,110.64.1.201,M041,Branch,34,Student,115,1,154.65
TX000240,AC00487,466.35,4/25/2025,Credit,San Diego,D000415,210.98.198.143,M090,Branch,56,Student,91,1,157.57
TX000241,AC00460,176.85,4/2/2022,Credit,Jacksonville,D000549,214.125.131.88,M095,Online,77,Engineer,96,1,3712.71
TX000242,AC00350,339.49,5/4/2024,Debit,Philadelphia,D000130,54.252.249.33,M062,ATM,56,Engineer,133,1,10683.64
TX000243,AC00366,170.38,7/2/2021,Debit,Philadelphia,D000094,47.167.178.158,M053,ATM,58,Engineer,124,1,10356.90
TX000244,AC00492,1421.13,5/2/2023,Debit,Washington,D000660,40.10.25.102,M014,ATM,31,Student,21,1,103.02
TX000245,AC00464,22.98,9/2/2020,Debit,Washington,D000064,195.237.152.198,M017,ATM,44,Student,24,1,4828.22
TX000246,AC00493,277.54,11/12/2023,Credit,Milwaukee,D000602,172.111.76.65,M098,Online,77,Retired,104,1,265.15
TX000247,AC00460,233.96,9/10/2025,Debit,Virginia Beach,D000493,9.230.41.239,M040,ATM,53,Student,71,1,2343.10
TX000248,AC00500,392.86,12/24/2020,Credit,Virginia Beach,D000677,96.162.11.85,M100,Online,67,Student,43,1,101.25
TX000249,AC00319,395.35,6/3/2024 0:00,Debit,Oklahoma City,D000217,81.222.37.186,M048,ATM,54,Engineer,128,1,7816.06
TX000250,AC00496,65.00,11/22/2023,Credit,Omaha,D000552,49.31.186.82,M099,Online,79,Student,105,1,443.01
TX000251,AC00446,234.08,12/26/2023,Credit,Miami,D000399,216.32.4.105,M091,Online,75,Retired,104,1,5261.44
TX000252,AC00481,1534.24,2/6/2024,Debit,Washington,D000648,40.244.94.218,M012,ATM,32,Student,18,1,103.53
TX000253,AC00461,272.05,10/14/2022,Credit,Nashville,D000350,160.65.101.37,M091,Online,75,Retired,82,1,2679.81
TX000254,AC00413,43.58,3/4/2023,Debit,Washington,D000035,152.140.239.181,M025,ATM,41,Student,31,1,6838.74
TX000255,AC00473,52.36,4/30/2023,Debit,Washington,D000546,65.27.212.129,M034,ATM,78,Doctor,23,1,14676.53
TX000256,AC00332,126.15,2/15/2021,Debit,San Diego,D000146,173.135.78.201,M031,ATM,63,Engineer,101,1,11332.94
TX000257,AC00400,378.50,11/5/2024,Debit,Philadelphia,D000220,21.97.154.92,M074,Branch,59,Engineer,102,1,9359.36
TX000258,AC00488,336.38,7/20/2023,Debit,Virginia Beach,D000655,23.163.145.195,M056,ATM,66,Student,34,1,7983.38
TX000259,AC00359,15.83,11/17/2020,Debit,Virginia Beach,D000103,21.122.39.207,M080,Branch,79,Doctor,52,1,14973.12
TX000260,AC00475,144.56,11/25/2022,Credit,Indianapolis,D000569,69.160.14.157,M096,Online,77,Retired,133,1,2529.97
TX000261,AC00494,1414.18,4/23/2020,Debit,Washington,D000692,77.21.150.75,M008,ATM,44,Student,17,1,104.57
TX000262,AC00400,553.22,5/19/2025,Debit,Raleigh,D000527,196.121.240.10,M071,Branch,58,Engineer,102,1,10578.36
TX000263,AC00460,173.26,2/25/2025,Credit,Louisville,D000414,133.63.96.21,M093,Online,74,Retired,138,1,3604.69
TX000264,AC00404,353.92,10/27/2024,Credit,Memphis,D000369,80.92.209.207,M081,Online,60,Retired,146,1,5089.04
TX000265,AC00453,487.18,10/22/2020,Credit,New York,D000418,13.188.62.74,M084,Online,62,Retired,121,1,1039.54
TX000266,AC00485,532.14,3/31/2020,Debit,Phoenix,D000537,45.64.74.86,M086,Online,47,Student,120,1,127.03
TX000267,AC00474,361.97,7/11/2022,Credit,Portland,D000301,78.100.105.143,M089,Online,61,Student,115,1,960.97
TX000268,AC00413,483.40,9/17/2020,Credit,Oklahoma City,D000348,201.113.165.203,M079,Online,60,Retired,110,1,6613.06
TX000269,AC00495,302.92,7/13/2025,Credit,Sacramento,D000506,146.69.70.214,M097,Online,67,Student,97,1,158.76
TX000270,AC00433,27.52,9/30/2020,Debit,Washington,D000096,11.3.59.231,M074,ATM,62,Doctor,37,1,14748.18
TX000271,AC00395,505.53,7/1/2020,Debit,Omaha,D000238,53.218.177.171,M067,Branch,53,Retired,133,1,4399.42
TX000272,AC00377,95.49,9/26/2021,Debit,Sacramento,D000130,197.162.55.147,M061,ATM,66,Doctor,103,1,14122.41
TX000273,AC00368,216.65,5/1/2025,Debit,Portland,D000079,134.140.85.231,M062,ATM,58,Engineer,133,1,11568.17
TX000274,AC00481,1440.45,10/15/2021,Debit,Virginia Beach,D000589,77.7.223.184,M021,ATM,36,Student,23,1,117.76
TX000275,AC00373,84.34,2/18/2023,Debit,Virginia Beach,D000084,189.198.67.252,M030,ATM,52,Engineer,72,1,10269.99
TX000276,AC00380,582.63,12/15/2024,Debit,Seattle,D000371,202.194.199.70,M017,ATM,54,Student,52,1,1614.94
TX000277,AC00395,326.71,6/21/2022,Debit,San Francisco,D000306,200.13.225.150,M068,Branch,62,Doctor,89,1,14042.03
TX000278,AC00496,666.41,3/30/2020,Credit,Tucson,D000555,120.16.186.17,M093,Online,66,Student,45,1,106.45
TX000279,AC00353,91.80,4/19/2025,Debit,Seattle,D000051,94.88.45.190,M063,ATM,49,Engineer,118,1,13181.23
TX000280,AC00499,614.52,4/8/2022,Credit,Washington,D000548,20.147.6.179,M095,Branch,69,Student,19,1,101.94
TX000281,AC00428,635.24,1/20/2021 0:00,Credit,Oklahoma City,D000374,121.67.144.20,M075,Branch,50,Student,119,1,1813.32
TX000282,AC00474,150.09,11/4/2023,Credit,Miami,D000412,93.170.203.44,M094,Online,73,Student,128,1,1768.46
TX000283,AC00497,288.38,9/25/2022,Credit,San Antonio,D000535,193.217.248.188,M098,Online,73,Student,96,1,129.66
TX000284,AC00495,251.73,10/1/2023,Credit,San Diego,D000381,210.160.90.52,M096,Branch,58,Student,98,1,147.76
TX000285,AC00362,584.94,1/14/2020,Debit,Kansas City,D000462,137.135.250.168,M053,Online,68,Engineer,98,1,8943.33
TX000286,AC00356,275.52,11/20/2024,Credit,Nashville,D000259,155.37.19.43,M064,Branch,75,Doctor,100,1,11933.11
TX000287,AC00495,134.30,5/16/2024,Credit,Philadelphia,D000566,175.210.47.87,M099,Online,74,Student,117,1,213.78
TX000288,AC00467,173.51,6/21/2023,Debit,Virginia Beach,D000644,134.222.122.238,M057,Branch,78,Doctor,32,1,14804.69
TX000289,AC00452,392.52,11/12/2020 0:00,Credit,Sacramento,D000308,145.179.219.57,M079,Branch,68,Retired,84,1,1797.75
TX000290,AC00424,56.21,6/3/2024,Debit,Virginia Beach,D000079,13.188.62.74,M073,ATM,48,Engineer,65,1,13279.03
TX000291,AC00350,164.29,4/19/2021,Debit,Philadelphia,D000124,196.244.194.198,M059,ATM,58,Engineer,136,1,11817.45
TX000292,AC00372,546.04,3/15/2024,Debit,Omaha,D000255,211.45.75.44,M073,Branch,51,Retired,114,1,6482.50
TX000293,AC00372,17.76,1/5/2025,Debit,Tucson,D000065,221.169.49.152,M066,ATM,75,Doctor,87,1,14904.74
TX000294,AC00328,123.77,7/23/2024 0:00,Debit,Tucson,D000066,56.89.80.133,M045,ATM,49,Engineer,85,1,11487.93
TX000295,AC00397,253.89,12/22/2022,Credit,Oklahoma City,D000181,159.37.30.154,M080,Branch,67,Engineer,113,1,9661.91
TX000296,AC00468,276.71,10/5/2025,Credit,Milwaukee,D000553,104.165.213.58,M095,Online,76,Retired,106,1,1057.90
TX000297,AC00432,291.76,1/6/2022,Credit,Milwaukee,D000244,112.86.148.212,M083,Online,70,Retired,123,1,5601.93
TX000298,AC00481,858.19,9/12/2021,Debit,Sacramento,D000666,199.103.32.145,M063,Branch,56,Student,82,1,870.27
TX000299,AC00380,101.73,6/20/2024,Debit,Sacramento,D000047,73.108.76.238,M060,ATM,59,Doctor,132,1,12367.86
TX000300,AC00345,37.54,4/14/2024,Debit,Seattle,D000021,73.108.76.238,M066,ATM,60,Doctor,125,1,14248.63
TX000301,AC00497,229.95,11/28/2022,Credit,San Antonio,D000502,187.223.139.194,M098,Online,62,Student,114,1,111.37
TX000302,AC00475,213.37,3/3/2025,Credit,Milwaukee,D000401,167.164.55.0,M093,Online,72,Retired,109,1,4003.81
TX000303,AC00422,466.45,5/31/2024,Debit,San Francisco,D000580,173.232.121.213,M053,Branch,63,Retired,98,1,7645.90
TX000304,AC00482,414.31,7/25/2023 17:42,Credit,Sacramento,D000522,147.125.143.41,M095,Online,72,Student,61,1,238.74
TX000305,AC00498,1287.18,10/15/2024,Debit,Washington,D000679,198.166.198.233,M015,ATM,33,Student,18,1,101.45
TX000306,AC00472,139.96,4/2/2022,Debit,Washington,D000089,96.162.11.85,M010,ATM,35,Student,21,1,235.74
TX000307,AC00336,305.93,3/25/2021,Debit,San Jose,D000249,173.135.78.201,M036,ATM,52,Retired,109,1,5860.78
TX000308,AC00499,71.10,11/9/2021,Credit,Portland,D000575,120.170.93.69,M100,Online,77,Student,103,1,130.43
TX000309,AC00491,699.02,6/2/2025,Credit,New York,D000648,200.13.225.150,M089,Online,75,Doctor,125,1,5796.34
TX000310,AC00373,35.80,8/12/2022,Debit,Tucson,D000091,186.135.2.148,M069,ATM,75,Doctor,87,1,14862.76
TX000311,AC00380,145.11,11/1/2022,Debit,Philadelphia,D000080,116.237.223.50,M062,ATM,61,Engineer,129,1,12234.36
TX000312,AC00328,520.58,12/18/2021,Debit,Raleigh,D000288,12.246.170.239,M050,Branch,48,Retired,139,1,5555.00
TX000313,AC00344,620.28,8/15/2024 0:00,Credit,Mesa,D000397,42.61.10.112,M069,Online,62,Engineer,133,1,7026.92
TX000314,AC00459,646.25,8/1/2020,Credit,Sacramento,D000399,9.230.41.239,M078,Branch,51,Student,102,1,403.55
TX000315,AC00446,3.69,2/13/2024,Debit,Washington,D000121,217.233.219.196,M051,ATM,78,Doctor,16,1,14970.83
TX000316,AC00361,391.36,3/5/2024,Debit,San Jose,D000237,106.244.1.47,M055,ATM,47,Retired,114,1,4389.35
TX000317,AC00375,308.03,3/10/2020,Debit,New York,D000209,193.190.29.63,M070,Branch,60,Engineer,151,1,8327.32
TX000318,AC00370,21.99,8/11/2020,Debit,Virginia Beach,D000035,93.52.44.101,M070,ATM,69,Doctor,98,1,14801.25
TX000319,AC00359,83.82,2/18/2022,Debit,San Francisco,D000075,99.205.173.118,M060,ATM,58,Doctor,127,1,13364.54
TX000320,AC00310,305.11,10/23/2023 16:35,Debit,San Antonio,D000159,203.197.235.35,M046,ATM,53,Engineer,123,1,8656.94
TX000321,AC00450,383.20,6/7/2024,Debit,Sacramento,D000116,61.95.76.233,M074,ATM,47,Retired,95,1,4456.96
TX000322,AC00426,836.81,12/13/2022,Debit,Tucson,D000459,100.4.40.132,M021,ATM,37,Student,61,1,298.39
TX000323,AC00385,103.71,1/31/2023,Debit,Sacramento,D000037,201.113.165.203,M061,ATM,61,Doctor,136,1,12765.76
TX000324,AC00483,34.20,10/12/2022 0:00,Debit,Washington,D000496,202.194.199.70,M069,ATM,79,Doctor,16,1,14972.46
TX000325,AC00364,222.31,1/23/2022,Debit,Portland,D000083,134.140.85.231,M061,ATM,56,Engineer,123,1,11124.95
TX000326,AC00406,611.51,2/25/2025,Debit,Tucson,D000402,210.98.198.143,M021,ATM,42,Student,64,1,432.23
TX000327,AC00470,147.89,7/3/2024,Credit,Las Vegas,D000567,93.170.203.44,M096,Online,78,Retired,113,1,2861.04
TX000328,AC00482,280.20,8/7/2025,Debit,Washington,D000680,173.135.78.201,M049,Branch,75,Engineer,30,1,13038.25
TX000329,AC00419,467.85,3/17/2021,Credit,Memphis,D000462,147.125.143.41,M076,Online,53,Student,146,1,1185.89
TX000330,AC00487,396.93,10/20/2025 0:00,Credit,San Francisco,D000515,32.71.250.58,M094,Online,76,Retired,51,1,359.22
TX000331,AC00317,356.85,2/3/2023 18:03,Debit,Raleigh,D000331,207.157.126.125,M053,Branch,54,Engineer,121,1,11059.09
TX000332,AC00395,218.87,3/17/2022 0:00,Debit,San Diego,D000091,21.28.32.1,M068,ATM,55,Engineer,96,1,13278.34
TX000333,AC00450,325.69,3/10/2025,Credit,New York,D000351,23.92.205.75,M088,Online,70,Retired,119,1,2403.11
TX000334,AC00498,116.35,4/9/2023,Credit,Portland,D000586,200.13.225.150,M099,Online,77,Student,94,1,166.00
TX000335,AC00487,221.23,6/7/2025,Credit,Milwaukee,D000514,35.220.238.127,M096,Online,69,Student,131,1,327.94
TX000336,AC00482,120.63,3/7/2023,Credit,Memphis,D000515,186.135.2.148,M096,Online,76,Student,138,1,1246.72
TX000337,AC00491,357.63,4/22/2022,Credit,Mesa,D000597,21.122.39.207,M097,Online,76,Engineer,142,1,1097.53
TX000338,AC00464,15.60,2/16/2021,Debit,Washington,D000335,175.230.206.232,M070,ATM,78,Doctor,16,1,14969.29
TX000339,AC00434,193.25,4/5/2020,Debit,Washington,D000572,152.140.239.181,M011,ATM,68,Student,26,1,3710.40
TX000340,AC00479,188.52,1/13/2023,Credit,Nashville,D000447,109.42.41.157,M096,Online,76,Retired,83,1,1625.32
TX000341,AC00376,120.56,12/19/2023,Debit,San Jose,D000037,146.53.16.47,M059,ATM,49,Engineer,112,1,11714.53
TX000342,AC00486,711.77,11/22/2024,Debit,Seattle,D000412,104.165.213.58,M083,ATM,40,Student,60,1,363.30
TX000343,AC00492,182.85,7/2/2022,Debit,Washington,D000582,77.21.150.75,M040,ATM,62,Student,21,1,3971.01
TX000344,AC00372,133.47,8/24/2024,Debit,Tucson,D000369,157.47.114.20,M058,ATM,71,Doctor,62,1,14513.92
TX000345,AC00358,18.55,9/3/2025,Debit,Washington,D000173,49.31.186.82,M023,ATM,74,Doctor,45,1,14622.90
TX000346,AC00421,572.26,2/28/2025,Debit,San Jose,D000471,150.83.4.238,M067,ATM,53,Retired,69,1,9260.79
TX000347,AC00495,210.23,9/1/2021,Credit,Phoenix,D000568,198.24.183.157,M098,Online,74,Student,120,1,169.18
TX000348,AC00417,334.66,5/12/2020,Credit,Las Vegas,D000439,215.97.143.157,M085,Online,67,Retired,138,1,4522.23
TX000349,AC00392,338.28,1/31/2024,Debit,Milwaukee,D000227,111.78.64.133,M071,Branch,61,Retired,142,1,7255.86
TX000350,AC00401,380.03,12/18/2024,Credit,Miami,D000271,21.190.11.223,M073,Branch,62,Retired,133,1,6287.68
TX000351,AC00385,764.73,5/11/2020,Debit,New York,D000529,93.170.203.44,M051,Branch,51,Student,113,1,1487.98
TX000352,AC00413,327.69,11/13/2023,Credit,Los Angeles,D000457,101.223.82.253,M087,Online,75,Engineer,99,1,6930.78
TX000353,AC00476,816.17,12/23/2025 0:00,Debit,San Jose,D000664,189.20.224.220,M040,Branch,55,Student,72,1,558.45
TX000354,AC00436,898.54,7/12/2023,Debit,Milwaukee,D000662,165.35.58.173,M054,Online,73,Engineer,112,1,2603.20
TX000355,AC00378,56.82,6/5/2020,Debit,San Diego,D000044,100.4.40.132,M065,ATM,63,Doctor,135,1,13750.48
TX000356,AC00498,327.87,7/13/2024,Credit,Raleigh,D000630,65.27.212.129,M099,Online,76,Student,55,1,193.33
TX000357,AC00330,159.72,5/1/2025,Debit,San Antonio,D000078,86.103.2.29,M049,ATM,55,Engineer,102,1,10992.76
TX000358,AC00497,1128.38,4/28/2021,Debit,Washington,D000689,16.131.3.140,M018,ATM,38,Student,22,1,102.91
TX000359,AC00486,324.60,11/11/2020 0:00,Credit,Raleigh,D000383,214.67.148.245,M090,Branch,52,Student,111,1,265.49
TX000360,AC00439,262.80,3/13/2021,Debit,San Antonio,D000051,13.30.106.126,M072,ATM,51,Retired,97,1,7091.61
TX000361,AC00498,1089.27,1/8/2023,Debit,Washington,D000691,157.47.114.20,M046,ATM,64,Student,28,1,736.66
TX000362,AC00361,90.24,7/16/2025,Debit,Sacramento,D000147,144.91.150.133,M049,ATM,65,Doctor,117,1,13517.67
TX000363,AC00340,47.67,11/25/2025,Debit,Seattle,D000035,156.187.182.236,M062,ATM,59,Doctor,129,1,13964.09
TX000364,AC00374,99.62,2/9/2021,Debit,San Francisco,D000139,10.223.224.50,M044,ATM,60,Engineer,122,1,11632.85
TX000365,AC00467,321.85,3/21/2024,Debit,Virginia Beach,D000620,147.125.143.41,M048,ATM,66,Student,62,1,6893.63
TX000366,AC00498,316.86,12/25/2023,Credit,Sacramento,D000581,214.32.109.197,M097,Online,59,Student,110,1,104.44
TX000367,AC00494,892.94,10/18/2023 16:51,Credit,Virginia Beach,D000459,18.72.115.111,M065,ATM,42,Student,25,1,104.63
TX000368,AC00425,39.65,5/4/2025,Debit,Washington,D000319,22.196.202.183,M012,ATM,68,Student,38,1,9512.38
TX000369,AC00496,102.08,3/3/2025,Credit,Nashville,D000579,87.234.36.48,M099,Online,75,Student,147,1,196.73
TX000370,AC00433,4.35,12/4/2022,Debit,Washington,D000035,3.102.127.165,M082,ATM,77,Doctor,33,1,14972.10
TX000371,AC00394,325.72,1/9/2023 16:05,Credit,Los Angeles,D000359,141.241.241.128,M078,Online,63,Retired,141,1,5918.39
TX000372,AC00477,1382.55,9/30/2022,Credit,Washington,D000648,78.100.105.143,M019,ATM,55,Student,18,1,104.22
TX000373,AC00494,17.07,10/11/2025,Debit,Washington,D000581,205.45.234.42,M062,ATM,79,Doctor,11,1,14969.54
TX000374,AC00499,584.29,1/15/2025,Credit,Tucson,D000621,195.226.203.234,M093,Online,56,Student,51,1,101.38
TX000375,AC00435,423.12,2/1/2020,Credit,Miami,D000417,86.220.59.252,M084,Online,68,Retired,115,1,2656.12
TX000376,AC00474,140.31,8/1/2024,Debit,Washington,D000672,218.54.207.160,M053,Branch,79,Doctor,28,1,14869.66
TX000377,AC00497,1527.96,7/22/2024,Debit,Washington,D000641,97.106.5.76,M019,ATM,31,Student,13,1,101.30
TX000378,AC00488,36.67,8/12/2025,Debit,Washington,D000639,111.226.226.202,M064,ATM,80,Doctor,13,1,14977.48
TX000379,AC00495,62.97,12/13/2023,Debit,Washington,D000686,35.67.21.23,M080,ATM,80,Doctor,12,1,14975.28
TX000380,AC00488,760.19,8/23/2020,Debit,Miami,D000678,166.41.54.117,M079,Online,76,Engineer,132,1,2085.23
TX000381,AC00499,162.80,6/4/2021,Credit,San Francisco,D000564,205.69.66.135,M099,Online,74,Student,96,1,106.88
TX000382,AC00469,774.04,5/24/2022,Debit,Virginia Beach,D000681,32.71.250.58,M013,ATM,76,Engineer,27,1,3267.06
TX000383,AC00430,59.01,8/26/2022,Debit,Virginia Beach,D000555,40.198.240.246,M062,Branch,79,Doctor,36,1,14970.27
TX000384,AC00380,510.19,3/4/2025,Debit,Oklahoma City,D000577,40.226.196.34,M044,Online,64,Retired,125,1,7716.53
TX000385,AC00420,306.70,5/7/2020 0:00,Credit,Indianapolis,D000489,21.122.39.207,M081,Online,67,Retired,139,1,4240.40
TX000386,AC00377,45.50,10/25/2022,Debit,Tucson,D000034,221.23.158.87,M065,ATM,55,Doctor,120,1,13734.84
TX000387,AC00315,257.21,4/16/2021,Debit,Omaha,D000256,214.67.148.245,M043,Branch,62,Engineer,125,1,11529.76
TX000388,AC00370,24.06,6/9/2023,Debit,Tucson,D000041,81.222.37.186,M031,ATM,67,Doctor,86,1,14146.33
TX000389,AC00465,377.14,9/16/2023,Credit,Raleigh,D000246,211.97.88.141,M088,Branch,59,Retired,98,1,4860.11
TX000390,AC00424,17.74,6/4/2025,Debit,Washington,D000195,74.58.165.67,M068,ATM,72,Doctor,37,1,14912.58
TX000391,AC00326,337.28,8/12/2025,Debit,Raleigh,D000167,32.13.122.242,M050,ATM,51,Engineer,119,1,9246.12
TX000392,AC00422,385.32,6/23/2022,Credit,New York,D000240,105.87.212.115,M077,Branch,59,Retired,127,1,5180.70
TX000393,AC00395,224.60,6/13/2023,Debit,Virginia Beach,D000505,110.64.1.201,M065,Branch,77,Doctor,39,1,14897.30
TX000394,AC00366,530.58,11/23/2024,Credit,New York,D000383,198.166.198.233,M066,Branch,53,Retired,145,1,3616.86
TX000395,AC00363,121.55,12/31/2022,Debit,Seattle,D000426,165.35.58.173,M075,Branch,78,Doctor,80,1,14938.45
TX000396,AC00476,467.57,3/19/2025,Credit,San Antonio,D000484,81.222.37.186,M089,Online,74,Retired,58,1,860.89
TX000397,AC00494,100.36,9/28/2023,Credit,Miami,D000595,131.41.45.13,M099,Online,78,Student,117,1,455.48
TX000398,AC00451,446.21,1/15/2025,Debit,Milwaukee,D000633,200.13.225.150,M071,Online,75,Doctor,114,1,13503.51
TX000399,AC00402,76.83,1/20/2022,Debit,Tucson,D000035,60.166.231.236,M057,ATM,45,Engineer,85,1,10349.97
TX000400,AC00352,305.72,3/31/2020,Debit,Portland,D000115,58.1.27.124,M061,ATM,54,Engineer,126,1,10853.51
TX000401,AC00452,559.36,10/22/2021,Credit,New York,D000489,92.180.81.50,M085,Online,68,Retired,95,1,1147.24
TX000402,AC00351,399.18,10/9/2021,Debit,Sacramento,D000384,96.24.89.146,M049,ATM,60,Engineer,105,1,11056.92
TX000403,AC00414,26.21,9/6/2025,Debit,Virginia Beach,D000043,60.197.167.40,M075,ATM,57,Doctor,85,1,14650.54
TX000404,AC00463,72.72,12/19/2022,Debit,Virginia Beach,D000011,197.162.55.147,M063,ATM,40,Retired,64,1,7097.29
TX000405,AC00447,314.47,3/4/2024,Credit,Memphis,D000434,210.98.198.143,M088,Online,70,Retired,137,1,3092.94
TX000406,AC00315,199.95,8/22/2020,Debit,San Diego,D000122,156.134.123.253,M042,ATM,53,Engineer,109,1,9930.91
TX000407,AC00439,141.32,12/13/2021,Credit,Nashville,D000117,47.82.77.181,M083,Branch,70,Retired,118,1,9413.68
TX000408,AC00487,571.41,12/22/2021,Debit,Washington,D000638,144.91.150.133,M039,ATM,57,Student,26,1,1570.85
TX000409,AC00363,68.12,7/25/2022,Debit,San Diego,D000073,18.72.115.111,M060,ATM,63,Doctor,129,1,13721.58
TX000410,AC00445,948.61,4/18/2022,Debit,Washington,D000403,51.196.87.214,M017,ATM,40,Student,27,1,192.53
TX000411,AC00385,119.77,5/20/2025,Debit,Virginia Beach,D000062,110.150.1.201,M031,ATM,44,Retired,57,1,5728.59
TX000412,AC00423,389.91,9/14/2025,Credit,Las Vegas,D000476,160.160.113.117,M079,Online,63,Engineer,135,1,6451.69
TX000413,AC00499,917.39,11/25/2021,Debit,Washington,D000687,155.37.19.43,M031,ATM,44,Student,17,1,124.00
TX000414,AC00369,17.17,11/9/2020,Debit,Tucson,D000031,165.38.56.205,M065,ATM,70,Doctor,93,1,14789.36
TX000415,AC00360,99.31,12/29/2025 0:00,Debit,San Francisco,D000058,98.39.212.221,M049,ATM,56,Engineer,103,1,11514.47
TX000416,AC00370,203.89,11/5/2024,Debit,Seattle,D000376,57.141.198.111,M038,ATM,64,Engineer,102,1,11147.60
TX000417,AC00496,153.93,6/5/2020,Credit,Portland,D000472,11.167.243.171,M098,Online,66,Student,136,1,177.05
TX000418,AC00427,504.50,6/6/2023,Debit,San Francisco,D000406,1.98.25.114,M061,Branch,45,Student,106,1,1703.77
TX000419,AC00489,520.74,4/29/2020,Debit,Washington,D000686,195.164.171.146,M053,ATM,78,Doctor,22,1,13425.64
TX000420,AC00486,445.61,9/7/2023,Credit,San Diego,D000480,174.61.77.54,M094,Branch,71,Student,62,1,349.50
TX000421,AC00430,619.60,11/5/2020,Credit,Phoenix,D000387,32.71.250.58,M078,Online,63,Engineer,111,1,8397.94
TX000422,AC00366,85.68,12/11/2025 0:00,Debit,Virginia Beach,D000135,59.208.79.116,M032,ATM,53,Retired,68,1,9541.61
TX000423,AC00480,295.59,5/5/2022,Credit,Oklahoma City,D000421,192.95.36.246,M093,Online,74,Retired,89,1,1069.81
TX000424,AC00461,371.98,3/31/2020,Credit,Nashville,D000376,113.115.81.178,M087,Online,57,Student,130,1,1384.08
TX000425,AC00477,890.21,1/4/2023,Debit,San Jose,D000678,62.27.235.199,M044,Branch,61,Student,63,1,591.81
TX000426,AC00396,171.10,7/22/2024,Debit,San Francisco,D000047,3.102.127.165,M061,ATM,48,Engineer,98,1,10280.57
TX000427,AC00498,721.30,1/29/2024,Debit,Washington,D000686,16.94.155.46,M064,ATM,66,Student,18,1,1961.62
TX000428,AC00469,743.86,3/6/2024,Debit,Washington,D000576,217.233.219.196,M015,ATM,36,Student,35,1,119.66
TX000429,AC00363,168.93,11/1/2024,Debit,Seattle,D000314,104.155.121.252,M065,ATM,60,Doctor,93,1,14114.64
