date,description,debit,credit,balance,isSuspicious
11-02-2023,NETTXN:CASHDEPOSIT,779262.94,0.00,7007929.50,0
12-02-2023,NETTXN:CASHDEPOSIT,698118.56,0.00,4880261.00,1
20-12-2022,NETTXN:EBAY,45527.35,0.00,14156922.00,0
23-11-2024,PCA:5001234567:098765432109876:FLIPKART,660576.75,0.00,12514036.00,0
28-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,475670.62,0.00,12137274.00,0
23-03-2023,EMItowardsLoanNo00234567,351492.91,0.00,6365708.00,1
25-07-2024,REVOFNETTXN:1234567890,705103.75,0.00,4950251.00,1
20-09-2024,NETTXN:Aug21Sal234TANGOEINDIA,0.00,138815.94,12743800.00,0
08-03-2023,CRYPTOEXCHANGEBINANCE,569309.06,0.00,7454794.00,0
25-03-2023,NETTXN:TICKETBOOKINGINDIGO,725038.38,0.00,7032640.00,1
24-03-2023,NETTXN:DARVEYS,740188.06,0.00,8126814.00,1
05-04-2023,CRYPTOEXCHANGECOINBASE,556220.56,0.00,5682770.00,1
08-03-2023,IMPS/NA/XXX5678/RRN:987654321098/MOBTXN,0.00,78458.28,15961126.00,0
30-11-2023,NETTXN:TICKETBOOKINGAIRINDIA,101183.52,0.00,16434836.00,0
29-07-2023,NETTXN:TICKETBOOKINGYATRA,143327.58,0.00,12508191.00,0
15-03-2023,CRYPTOEXCHANGEWAZIRX,601310.25,0.00,5443333.00,1
04-09-2024,CRYPTOEXCHANGEBINANCE,85223.70,0.00,6531758.00,1
06-04-2024,CRYPTOEXCHANGEBINANCE,614762.44,0.00,14381267.00,0
22-03-2023,CASHDEPOSIT,26167.02,0.00,8197454.00,0
20-03-2023,IMPS/NA/XXX5678/RRN:876543210987/MOBTXN,0.00,475630.09,4413956.00,1
14-03-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),786233.19,0.00,6777074.00,1
24-03-2023,NETTXN:AJIOLUXE,601593.69,0.00,10928934.00,0
01-02-2023,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,0.00,405241.03,15325405.00,0
01-04-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,16732.11,0.00,16199054.00,0
01-03-2023,EMItowardsLoanNo00234567,421819.91,0.00,15181430.00,0
13-06-2023,NETTXN:PAYBILL987654,430260.19,0.00,15698301.00,0
07-04-2024,CRYPTOEXCHANGEBINANCE,602460.19,0.00,5214261.00,1
22-03-2023,NETTXN:FLIPKART,629238.25,0.00,5415062.50,1
19-08-2024,EMItowardsLoanNo00234567,504596.19,0.00,9363686.00,0
21-06-2024,NETTXN:TICKETBOOKINGYATRA,618114.44,0.00,7896950.50,0
02-04-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,473571.00,0.00,14516924.00,0
08-03-2023,PCA:5001234567:567890123456789:BIGBAZAAR,0.00,620805.25,6790516.00,0
08-02-2023,CRYPTOEXCHANGECOINBASE,198004.86,0.00,14912954.00,0
25-03-2023,NETTXN:TICKETBOOKINGINDIGO,401777.09,0.00,9492505.00,0
18-01-2024,CRYPTOEXCHANGEWAZIRX,424764.38,0.00,6045408.00,1
02-04-2023,NETTXN:PAYBILL987654,178338.19,0.00,16382263.00,0
23-03-2023,CRYPTOEXCHANGEBINANCE,728676.88,0.00,2722081.50,1
04-04-2023,NETTXN:PAYBILL432109,670282.56,0.00,7516400.00,0
27-03-2023,CRYPTOEXCHANGECOINBASE,127381.07,0.00,6512061.00,1
12-02-2023,NETTXN:PAYBILL432109,515903.38,0.00,3700692.75,1
15-03-2023,NETTXN:FLIPKART,104668.40,0.00,15128556.00,0
17-01-2024,CRYPTOEXCHANGEWAZIRX,424134.56,0.00,15353588.00,0
14-03-2023,NETTXN:TICKETBOOKINGINDIGO,828821.12,0.00,5369561.00,1
03-02-2023,IMPS/NA/XXX5678/RRN:123456789012/MOBTXN,0.00,603819.44,15397910.00,0
16-02-2023,NETTXN:farfetch,568347.44,0.00,6282669.50,1
14-03-2023,CASHDEPOSIT,211458.95,0.00,15588310.00,0
10-03-2023,IMPS/NA/XXX5678/RRN:987654321098/MOBTXN,216051.59,0.00,12681958.00,0
09-02-2024,NETTXN:EBAY,783225.38,0.00,7463402.00,0
27-02-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,723404.88,0.00,3193952.75,1
22-04-2024,NETTXN:PAYBILL432109,659163.38,0.00,7376378.00,0
26-01-2023,NETTXN:FLIPKART,81773.66,0.00,15507418.00,0
27-09-2024,CRYPTOEXCHANGEBINANCE,760446.75,0.00,5986223.50,1
04-08-2024,FundsTransfertoXX8765/CC001002010123456/MOBTXN,485111.53,0.00,15675900.00,0
17-08-2024,CASHDEPOSIT,733919.62,0.00,6817715.00,0
13-12-2024,NETTXN:PAYBILL987654,137821.12,0.00,11751135.00,0
16-10-2024,CRYPTOEXCHANGEWAZIRX,553301.69,0.00,13306798.00,0
21-01-2024,CRYPTOEXCHANGECOINBASE,621954.25,0.00,7783422.00,0
28-03-2023,CRYPTOEXCHANGEBINANCE,489435.28,0.00,16173946.00,0
06-11-2024,CRYPTOEXCHANGECOINBASE,766368.88,0.00,7706183.50,1
08-03-2023,NETTXN:DARVEYS,63672.42,0.00,16855860.00,0
10-10-2024,NETTXN:tatacliq,0.00,171658.38,5308786.00,1
24-08-2023,PCA:5001234567:345123987012345:DOMINOS,516107.84,0.00,4154471.75,1
14-03-2023,FundsTransfertoXX8765,0.00,31122.54,17900488.00,0
11-03-2023,PCA:5001234567:345123987012345:DOMINOS,522467.19,0.00,16072626.00,0
28-03-2024,NETTXN:TICKETBOOKINGAIRINDIA,567915.75,0.00,10073148.00,0
13-10-2024,CRYPTOEXCHANGEBINANCE,88291.41,0.00,17220534.00,0
18-09-2023,NETTXN:TICKETBOOKINGINDIGO,4431.54,0.00,18030318.00,0
10-12-2024,EMItowardsLoanNo00234567,739219.62,0.00,5975409.50,1
05-04-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),34563.90,0.00,4051513.50,1
12-10-2024,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),100277.76,0.00,13206300.00,0
17-03-2024,NETTXN:CASHDEPOSIT,61571.01,0.00,15378662.00,0
19-09-2024,IMPS/NA/XXX5678/RRN:876543210987/MOBTXN,0.00,455117.09,7183815.50,1
06-04-2023,NETTXN:TICKETBOOKINGINDIGO,667809.38,0.00,5920987.50,1
11-12-2024,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),361355.72,0.00,14394058.00,0
23-09-2024,IMPS/NA/XXX5678/RRN:123400567890/MOBTXN,755116.38,0.00,4213248.50,1
19-03-2023,NETTXN:AJIOLUXE,0.00,465390.53,16123368.00,0
11-11-2023,PCA:5001234567:345123987012345:DOMINOS,499823.91,0.00,5745940.50,1
28-03-2024,NETTXN:tatacliq,833382.31,0.00,6462362.00,1
01-01-2024,CRYPTOEXCHANGEWAZIRX,565859.62,0.00,14837891.00,0
25-03-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),194753.23,0.00,13511808.00,0
04-09-2023,PCA:5001234567:123456789012345:AMAZON,5710.69,0.00,16189542.00,0
26-07-2023,NETTXN:TICKETBOOKINGAIRINDIA,2035.58,0.00,17493734.00,0
01-11-2023,CRYPTOEXCHANGEBINANCE,760148.31,0.00,5608505.50,1
17-10-2023,NETTXN:TICKETBOOKINGYATRA,542116.56,0.00,15236717.00,0
30-06-2023,NETTXN:TICKETBOOKINGYATRA,635169.88,0.00,5629639.50,1
20-02-2023,NETTXN:AMAZON,735482.94,0.00,4491138.50,1
22-03-2023,NETTXN:AMAZON,813898.88,0.00,7078541.00,1
30-03-2023,FundsTransfertoXX8765/CC001002010123456/MOBTXN,49755.98,0.00,8707022.00,0
26-02-2023,NETTXN:TICKETBOOKINGINDIGO,553610.44,0.00,12003190.00,0
02-02-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,529433.31,0.00,10377284.00,0
22-05-2024,PCA:5001234567:1234567891234:LOCALSHOP,274507.09,0.00,7150884.00,1
26-06-2024,CRYPTOEXCHANGEWAZIRX,721345.50,0.00,12450040.00,0
18-03-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,3840.60,0.00,17831564.00,0
24-02-2023,PCA:5001234567:1234567891234:LOCALSHOP,713879.25,0.00,7219663.50,1
13-03-2023,NETTXN:tatacliq,0.00,233730.62,6411102.50,1
14-03-2023,CRYPTOEXCHANGECOINBASE,549625.12,0.00,9009242.00,0
11-03-2023,IMPS/NA/XXX5678/RRN:123456789012/MOBTXN,0.00,20792.04,18581788.00,0
26-02-2023,CRYPTOEXCHANGECOINBASE,820523.62,0.00,1751542.50,1
20-02-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,69213.33,0.00,6068317.00,1
19-04-2023,NETTXN:TICKETBOOKINGINDIGO,25652.90,0.00,16718460.00,0
21-10-2024,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,0.00,270131.97,15361239.00,0
06-03-2023,NETTXN:TICKETBOOKINGYATRA,726393.19,0.00,5454791.50,1
18-02-2023,REVOFNETTXN:1234567890,246966.92,0.00,14983389.00,0
17-01-2024,EMItowardsLoanNo00234567,90463.34,0.00,9310207.00,0
23-03-2023,NETTXN:TICKETBOOKINGINDIGO,23235.90,0.00,19055106.00,0
13-11-2024,NETTXN:TICKETBOOKINGMAKEMYTRIP,693801.25,0.00,6929008.50,1
14-12-2024,NETTXN:farfetch,47850.28,0.00,16693887.00,0
24-02-2024,NETTXN:TICKETBOOKINGINDIGO,787221.94,0.00,4856858.50,1
16-09-2024,NETTXN:TICKETBOOKINGINDIGO,712613.06,0.00,1289875.25,1
10-03-2023,REVOFNETTXN:1234567890,0.00,297845.22,5943654.00,1
29-10-2024,IMPS/RAHULKUMAR/XXX5678/RRN:123456789012,0.00,412347.19,3322726.50,1
02-04-2023,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,746614.38,0.00,6218631.00,1
04-03-2023,NETTXN:AJIOLUXE,0.00,487367.59,5367307.00,1
21-02-2023,NETTXN:TICKETBOOKINGAIRINDIA,8508.24,0.00,16648303.00,0
14-03-2023,NETTXN:FLIPKART,43242.20,0.00,16974924.00,0
14-03-2024,ATMWithdrawal,198538.86,0.00,6766778.00,1
11-04-2023,CRYPTOEXCHANGEWAZIRX,342661.53,0.00,7540982.00,1
04-02-2023,NETTXN:TICKETBOOKINGAIRINDIA,279982.69,0.00,13723122.00,0
30-08-2023,CRYPTOEXCHANGEWAZIRX,433342.19,0.00,10865971.00,0
09-03-2023,IMPS/NA/XXX5678/RRN:123456789012/MOBTXN,248962.81,0.00,16850546.00,0
04-11-2024,NETTXN:AJIOLUXE,671688.19,0.00,5808826.00,1
21-03-2023,CRYPTOEXCHANGECOINBASE,176635.45,0.00,15051932.00,0
06-09-2023,IMPS/NA/XXX5678/RRN:123400567890/MOBTXN,0.00,293910.03,5321513.00,1
22-03-2023,CASHDEPOSIT,0.00,428425.59,4270878.00,1
24-02-2024,NETTXN:tatacliq,0.00,611363.44,5425607.50,1
12-04-2024,PCA:5001234567:1234567891234:LOCALSHOP,421384.62,0.00,12317715.00,0
04-03-2023,NETTXN:EBAY,612023.62,0.00,8174580.00,0
16-02-2023,CRYPTOEXCHANGEWAZIRX,823287.69,0.00,4684902.50,1
14-04-2023,NETTXN:TICKETBOOKINGAIRINDIA,227432.45,0.00,15158193.00,0
27-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,518593.47,0.00,12819846.00,0
20-03-2023,CRYPTOEXCHANGEBINANCE,775462.19,0.00,6144111.50,1
13-09-2023,NETTXN:FLIPKART,585156.56,0.00,12867736.00,0
26-02-2023,NETTXN:DARVEYS,65757.70,0.00,5875365.00,1
17-02-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,0.00,290051.22,13826700.00,0
15-07-2024,PCA:5001234567:450987650123456:EBAY,292029.78,0.00,13785174.00,0
20-10-2024,IMPS/NA/XXX5678/RRN:123400567890/MOBTXN,0.00,714110.75,9044283.00,0
19-04-2024,NETTXN:FLIPKART,562555.31,0.00,14798802.00,0
29-03-2023,ATMWithdrawal,346977.09,0.00,15148092.00,0
26-09-2024,NETTXN:TICKETBOOKINGMAKEMYTRIP,245030.62,0.00,12716406.00,0
28-02-2023,CRYPTOEXCHANGEBINANCE,43532.06,0.00,17772632.00,0
06-06-2023,REVOFNETTXN:1234567890,604499.69,0.00,12262070.00,0
02-12-2023,NETTXN:farfetch,717809.19,0.00,6521411.00,1
31-03-2023,CASHDEPOSIT,0.00,69527.86,16654211.00,0
08-03-2023,PCA:5001234567:098765432109876:FLIPKART,272421.31,0.00,16890526.00,0
09-02-2023,PCA:5001234567:123456789012345:AMAZON,649998.56,0.00,8599032.00,0
30-04-2024,CRYPTOEXCHANGECOINBASE,98892.16,0.00,6158893.00,1
25-05-2024,NETTXN:FLIPKART,118268.43,0.00,5191429.50,1
01-03-2023,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,0.00,541080.69,5052545.50,1
08-02-2023,CASHDEPOSIT,832821.69,0.00,3644257.50,1
20-10-2023,CRYPTOEXCHANGEWAZIRX,682419.19,0.00,12328408.00,0
18-07-2023,CRYPTOEXCHANGEWAZIRX,617827.44,0.00,14052938.00,0
17-03-2023,NETTXN:TICKETBOOKINGINDIGO,305035.28,0.00,5321327.00,1
07-08-2024,NETTXN:Aug21Sal234TANGOEINDIA,70118.71,0.00,17305502.00,0
11-11-2024,NETTXN:TICKETBOOKINGINDIGO,717684.19,0.00,6477249.50,1
16-03-2023,CRYPTOEXCHANGEWAZIRX,674255.69,0.00,10730063.00,0
06-01-2024,NETTXN:EBAY,314564.62,0.00,16236713.00,0
29-04-2023,CRYPTOEXCHANGEBINANCE,535973.12,0.00,4028479.25,1
22-08-2023,NETTXN:CASHDEPOSIT,616896.19,0.00,13658266.00,0
03-09-2023,NETTXN:AJIOLUXE,155291.52,0.00,14889708.00,0
15-12-2024,NETTXN:TICKETBOOKINGAIRINDIA,3576.86,0.00,18884652.00,0
18-10-2024,PCA:5001234567:1234567891234:LOCALSHOP,158024.34,0.00,7885325.00,0
16-04-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,51997.62,0.00,5510499.00,1
14-03-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,0.00,725560.56,10353598.00,0
28-03-2023,NETTXN:PAYBILL987654,660145.44,0.00,5974596.50,1
06-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,806066.19,0.00,3944031.25,1
14-02-2024,NETTXN:tatacliq,0.00,603829.75,5668689.50,1
02-10-2023,NETTXN:FLIPKART,713065.75,0.00,2603943.00,1
24-02-2023,EMItowardsLoanNo00234567,584300.56,0.00,10040579.00,0
16-11-2023,CRYPTOEXCHANGEBINANCE,838131.62,0.00,4236769.00,1
23-02-2024,NETTXN:PAYBILL123456,569563.50,0.00,12042308.00,0
12-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,114833.02,0.00,10221388.00,0
17-03-2023,CRYPTOEXCHANGEWAZIRX,740504.56,0.00,5440814.50,1
13-12-2024,NETTXN:TICKETBOOKINGMAKEMYTRIP,406540.03,0.00,13511199.00,0
18-03-2023,IMPS/NA/XXX5678/RRN:123400567890/MOBTXN,343489.72,0.00,6432418.50,1
24-03-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,17344.18,0.00,14659895.00,0
07-12-2023,PCA:5001234567:675849302948301:MUTUALFUNDS,287719.12,0.00,5213089.50,1
18-11-2024,NETTXN:CASHDEPOSIT,0.00,181892.78,14401295.00,0
22-03-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,16077.21,0.00,14715816.00,0
10-03-2023,NETTXN:TICKETBOOKINGINDIGO,526936.44,0.00,8314766.50,0
11-06-2024,NETTXN:DARVEYS,709590.38,0.00,6045278.50,1
31-05-2023,PCA:5001234567:1234567891234:LOCALSHOP,335307.06,0.00,14369929.00,0
22-07-2024,PCA:5001234567:675849302948301:MUTUALFUNDS,0.00,287359.22,15320221.00,0
20-03-2024,PCA:5001234567:123456789012345:AMAZON,384763.84,0.00,13505889.00,0
03-04-2023,NETTXN:DARVEYS,84841.95,0.00,12558205.00,0
12-07-2024,CRYPTOEXCHANGEWAZIRX,250864.86,0.00,17174734.00,0
11-03-2023,NETTXN:FLIPKART,4749.49,0.00,15662760.00,0
09-04-2023,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,302010.41,0.00,18216856.00,0
31-03-2023,NETTXN:TICKETBOOKINGYATRA,688576.94,0.00,6167954.00,1
29-10-2024,IMPS/RAHULKUMAR/XXX5678/RRN:123456789012,0.00,575046.44,5269509.50,1
11-02-2023,REFUNDOF:ZOMATO,0.00,525553.38,15369288.00,0
16-07-2023,NETTXN:TICKETBOOKINGYATRA,865156.75,0.00,4820697.00,1
02-09-2024,CRYPTOEXCHANGECOINBASE,827679.25,0.00,6744262.50,1
05-02-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,0.00,735244.94,7737776.00,0
21-02-2023,NETTXN:farfetch,85506.57,0.00,12513183.00,0
08-03-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,461751.53,0.00,11650534.00,0
05-02-2023,IMPS/RAHULKUMAR/XXX5678/RRN:123456789012,0.00,413915.97,14548785.00,0
13-03-2023,NETTXN:TICKETBOOKINGINDIGO,714302.00,0.00,5300144.50,1
02-09-2023,NETTXN:Aug21Sal234TANGOEINDIA,0.00,31899.06,15817101.00,0
10-06-2024,NETTXN:PAYBILL123456,607139.69,0.00,8213719.00,0
02-02-2023,PCA:5001234567:675849302948301:MUTUALFUNDS,0.00,338220.38,15058225.00,0
23-05-2023,NETTXN:PAYBILL987654,604054.50,0.00,12158660.00,0
09-03-2023,NETTXN:farfetch,581341.88,0.00,5119639.00,1
06-11-2023,NETTXN:AJIOLUXE,0.00,342378.62,15655069.00,0
04-09-2023,NETTXN:TICKETBOOKINGYATRA,600060.19,0.00,7122283.50,1
16-03-2023,REVOFNETTXN:1234567890,7633.85,0.00,16624298.00,0
24-03-2023,IMPS/NA/XXX5678/RRN:123456789012/MOBTXN,0.00,606454.88,8231498.00,0
09-04-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),690929.25,0.00,6528999.00,1
11-02-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),535865.19,0.00,12836205.00,0
15-03-2023,NETTXN:PAYBILL432109,856072.25,0.00,2927108.25,1
28-03-2023,CASHDEPOSIT,274489.00,0.00,14190669.00,0
10-04-2023,NETTXN:tatacliq,383327.81,0.00,13824511.00,0
27-02-2023,NETTXN:PAYBILL987654,42331.73,0.00,17527290.00,0
22-03-2023,CRYPTOEXCHANGECOINBASE,27662.45,0.00,15559306.00,0
08-03-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,16035.66,0.00,17543354.00,0
13-03-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,708656.00,0.00,7687535.50,1
03-03-2023,CASHDEPOSIT,76014.32,0.00,8082019.00,0
02-04-2023,EMItowardsLoanNo00234567,314879.97,0.00,5572093.00,1
17-03-2023,NETTXN:tatacliq,773369.50,0.00,5837048.50,1
27-04-2024,NETTXN:AMAZON,92091.23,0.00,14980000.00,0
10-03-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,659576.25,0.00,6777924.50,0
02-07-2023,CRYPTOEXCHANGEBINANCE,753119.94,0.00,4536364.00,1
19-07-2024,CASHDEPOSIT,0.00,550598.38,11267724.00,0
15-10-2024,NETTXN:TICKETBOOKINGINDIGO,3591.96,0.00,18370802.00,0
10-04-2023,REVOFNETTXN:1234567890,0.00,532957.56,6430513.50,1
20-09-2023,PCA:5001234567:765432109876543:ZOMATO,376024.84,0.00,13178822.00,0
17-05-2023,NETTXN:TICKETBOOKINGINDIGO,608347.38,0.00,6929102.50,0
08-10-2024,CRYPTOEXCHANGECOINBASE,130799.73,0.00,11893420.00,0
06-08-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,547917.19,0.00,9382294.00,0
03-03-2023,REVOFNETTXN:1234567890,0.00,719542.94,7741746.00,0
14-02-2023,NETTXN:TICKETBOOKINGINDIGO,418874.91,0.00,17056548.00,0
11-02-2024,PCA:5001234567:450987650123456:EBAY,738980.88,0.00,10132451.00,0
30-06-2023,CRYPTOEXCHANGEBINANCE,521810.44,0.00,5449875.00,1
20-08-2023,NETTXN:TICKETBOOKINGAIRINDIA,677227.12,0.00,6457896.50,1
01-06-2024,CRYPTOEXCHANGEWAZIRX,796475.06,0.00,7785418.00,1
18-02-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,808255.12,0.00,7406912.00,1
14-02-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,107396.12,0.00,17026558.00,0
08-03-2023,PCA:5001234567:123456789012345:AMAZON,689903.75,0.00,4682222.00,1
06-10-2023,PCA:5001234567:123456789012345:AMAZON,136519.44,0.00,12325251.00,0
15-11-2023,NETTXN:PAYBILL987654,587540.31,0.00,13812300.00,0
19-07-2024,FundsTransfertoXX8765/CC001002010123456/MOBTXN,643965.69,0.00,12939583.00,0
10-03-2023,NETTXN:EBAY,439445.16,0.00,15620401.00,0
18-06-2023,CRYPTOEXCHANGEWAZIRX,41995.76,0.00,16220916.00,0
28-02-2023,NETTXN:PAYBILL987654,582628.44,0.00,13591616.00,0
24-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,402099.03,0.00,2370409.50,1
19-03-2023,CRYPTOEXCHANGEBINANCE,153935.50,0.00,14042834.00,0
13-03-2023,PCA:5001234567:098765432109876:FLIPKART,727940.06,0.00,6432130.00,1
23-05-2023,FundsTransfertoXX8765/CC001002010123456/MOBTXN,0.00,714773.50,6731470.50,1
14-02-2023,PCA:5001234567:1234567891234:LOCALSHOP,233248.09,0.00,5383037.00,1
27-02-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,14296.89,0.00,15545455.00,0
09-04-2023,EMItowardsLoanNo00234567,7276.71,0.00,17743526.00,0
06-01-2024,IMPS/RAHULKUMAR/XXX5679/RRN:123456789012,0.00,691244.00,9881772.00,0
02-04-2023,CRYPTOEXCHANGEBINANCE,829143.38,0.00,5003206.00,1
13-03-2023,REVOFNETTXN:1234567890,0.00,497778.81,3804068.50,1
10-04-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,558649.19,0.00,5491388.00,1
29-03-2023,CRYPTOEXCHANGECOINBASE,445328.81,0.00,9953225.00,0
28-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,620245.94,0.00,4950201.50,1
24-03-2023,FundsTransfertoXX8765/CC001002010987654/MOBTXN,0.00,532214.62,13363507.00,0
16-02-2024,CASHDEPOSIT,402913.97,0.00,13320255.00,0
07-09-2023,NETTXN:TICKETBOOKINGAIRINDIA,31075.24,0.00,10566093.00,0
28-10-2023,NETTXN:TICKETBOOKINGINDIGO,584407.25,0.00,12432509.00,0
28-06-2023,IMPS/RAHULKUMAR/XXX5678/RRN:123456789012,798896.38,0.00,4437997.50,1
16-07-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),167928.41,0.00,17233420.00,0
10-10-2024,NETTXN:DARVEYS,36695.88,0.00,15998829.00,0
07-03-2023,IMPS/NA/XXX5678/RRN:123456789012/MOBTXN,0.00,658104.44,7082323.00,1
17-03-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),12984.61,0.00,16529761.00,0
26-01-2023,PCA:5001234567:1234567891234:LOCALSHOP,155470.23,0.00,17839072.00,0
14-12-2023,REVOFNETTXN:1234567890,0.00,20110.90,13496507.00,0
20-04-2023,REFUNDOF:ZOMATO,797427.19,0.00,5353070.00,1
27-03-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),130280.09,0.00,17524856.00,0
18-10-2024,NETTXN:farfetch,2291.28,0.00,17411364.00,0
03-04-2023,CRYPTOEXCHANGECOINBASE,127932.98,0.00,4231986.50,1
16-02-2023,NETTXN:TICKETBOOKINGAIRINDIA,706654.75,0.00,5009517.50,1
26-09-2024,NETTXN:EBAY,48058.58,0.00,16286543.00,0
02-03-2023,CRYPTOEXCHANGEWAZIRX,813633.25,0.00,7680111.50,1
18-10-2024,NETTXN:FLIPKART,642047.81,0.00,5948752.00,1
04-08-2023,NETTXN:tatacliq,337166.44,0.00,3474552.25,1
05-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,577883.12,0.00,5629593.50,1
29-03-2023,NETTXN:TICKETBOOKINGAIRINDIA,133797.17,0.00,13405202.00,0
07-04-2023,NETTXN:AJIOLUXE,0.00,604691.31,5688142.50,1
11-04-2024,NETTXN:tatacliq,777732.06,0.00,6931111.00,1
09-04-2024,PCA:5001234567:765432109876543:ZOMATO,662909.88,0.00,6447006.50,1
20-09-2024,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),817822.75,0.00,5156472.00,1
25-01-2024,NETTXN:FLIPKART,64278.56,0.00,14968095.00,0
27-03-2023,NETTXN:FLIPKART,725234.25,0.00,6546670.50,0
25-02-2023,NETTXN:PAYBILL432109,537518.44,0.00,4555353.50,1
19-07-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),262990.66,0.00,9700976.00,0
28-03-2023,NETTXN:AMAZON,741223.94,0.00,6593214.50,1
14-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,553878.75,0.00,4617211.00,1
17-10-2023,NETTXN:DARVEYS,19967.10,0.00,15889322.00,0
25-07-2024,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),751489.38,0.00,4428450.00,1
24-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,213027.55,0.00,9548387.00,1
21-04-2023,PCA:5001234567:098765432109876:FLIPKART,15539.83,0.00,18254212.00,0
21-09-2023,NETTXN:CASHDEPOSIT,0.00,740130.38,7452050.50,1
26-02-2023,PCA:5001234567:675849302948301:MUTUALFUNDS,10653.56,0.00,18036272.00,0
22-06-2023,PCA:5001234567:PAYTMWAL9876543:PTM(PAYTM),748344.62,0.00,5919932.00,1
02-05-2024,FundsTransfertoXX8765/CC001002010123456/MOBTXN,0.00,735537.94,11964236.00,0
08-10-2024,NETTXN:AJIOLUXE,300524.59,0.00,13149341.00,0
11-05-2023,NETTXN:TICKETBOOKINGINDIGO,845090.75,0.00,4426917.00,1
08-03-2023,NETTXN:TICKETBOOKINGYATRA,806570.38,0.00,2354142.50,1
30-07-2023,NETTXN:FLIPKART,45063.10,0.00,15354139.00,0
20-03-2023,CRYPTOEXCHANGEBINANCE,108185.55,0.00,11433108.00,0
28-02-2023,NETTXN:TICKETBOOKINGMAKEMYTRIP,65478.18,0.00,17201218.00,0
23-02-2023,NETTXN:EBAY,108190.18,0.00,15089128.00,0
20-04-2023,ATMWithdrawal,7053.16,0.00,18002076.00,0
29-08-2023,IMPS/NA/XXX5678/RRN:987654321098/MOBTXN,0.00,267323.69,12170339.00,0
16-02-2023,CRYPTOEXCHANGECOINBASE,528686.69,0.00,3958994.50,1
25-08-2023,IMPS/RAHULKUMAR/XXX5678/RRN:123456789012,0.00,346352.69,6370125.50,1
24-02-2023,IMPS/RAHULKUMAR/XXX5678/RRN:123456789012,907828.94,0.00,3386703.00,1
22-12-2023,CRYPTOEXCHANGEWAZIRX,714671.06,0.00,8746990.00,0
11-03-2023,PCA:5001234567:345123987012345:DOMINOS,596340.62,0.00,5100733.00,1
01-04-2023,NETTXN:TICKETBOOKINGINDIGO,657557.06,0.00,10884017.00,0
21-03-2023,NETTXN:DARVEYS,512583.53,0.00,5383826.00,1
18-03-2023,PCA:5001234567:1234567891234:LOCALSHOP,549082.62,0.00,5308536.00,1
28-03-2023,PCA:5001234567:567890123456789:BIGBAZAAR,517207.59,0.00,9826287.00,0
