ApplicantID,EmploymentType,AnnualIncome_USD,CreditScore_FICO,LoanAmount_USD,LoanTerm_Months,DebtToIncome_Ratio,InterestRate_Pct,ExistingLiabilities_Count,HomeOwnership,LoanPurpose,MissedPaymentsLast2Yrs,LoanDefaultRisk
APP_10673,Government_Public,46684.46,775,9063.70,36,0.17,9.36,1,Mortgage,Debt_Consolidation,0,0
APP_10674,Salaried_Corporate,52493.84,714,19463.20,60,0.13,11.22,2,Mortgage,Debt_Consolidation,0,0
APP_10675,Self_Employed_Professional,43246.54,675,36629.77,24,0.59,11.97,1,Own_Outright,Debt_Consolidation,0,0
APP_10676,Small_Business_Owner,79834.65,679,63977.89,36,0.51,11.39,2,Mortgage,Debt_Consolidation,0,0
APP_10677,Government_Public,53245.98,716,29304.78,60,0.50,10.92,6,Own_Outright,Debt_Consolidation,0,0
APP_10678,Salaried_Corporate,66493.75,687,48654.71,36,0.33,12.37,0,Mortgage,Education_Tuition,0,0
APP_10679,Salaried_Corporate,75882.16,684,32624.83,60,0.29,10.94,3,Own_Outright,Debt_Consolidation,0,0
APP_10680,Salaried_Corporate,35570.34,629,27521.16,36,0.35,13.00,2,Rent,Education_Tuition,1,1
APP_10681,Salaried_Corporate,86433.61,734,25678.05,36,0.26,9.32,1,Rent,Home_Improvement,0,0
APP_10682,Salaried_Corporate,72711.45,709,31427.25,24,0.24,9.17,2,Mortgage,Home_Improvement,0,0
APP_10683,Small_Business_Owner,72745.23,641,17053.54,12,0.14,13.97,0,Mortgage,Medical_Emergency,0,0
APP_10684,Government_Public,62318.45,787,50204.91,36,0.61,7.29,5,Rent,Auto_Purchase,0,0
APP_10685,Retired,58611.72,704,22666.61,48,0.20,10.51,0,Own_Outright,Business_Expansion,0,0
APP_10686,Retired,67792.96,597,21842.35,36,0.14,15.75,1,Own_Outright,Debt_Consolidation,1,0
APP_10687,Retired,69083.18,751,21090.02,36,0.19,8.62,1,Rent,Home_Improvement,0,0
APP_10688,Salaried_Corporate,38906.60,646,18743.65,24,0.28,13.84,0,Mortgage,Debt_Consolidation,1,0
APP_10689,Salaried_Corporate,134441.54,663,67603.91,48,0.28,10.81,5,Own_Outright,Debt_Consolidation,0,0
APP_10690,Salaried_Corporate,48383.21,678,30043.11,36,0.22,12.12,4,Rent,Debt_Consolidation,0,0
APP_10691,Small_Business_Owner,68187.62,746,48850.22,12,0.59,8.88,3,Own_Outright,Medical_Emergency,0,0
APP_10692,Retired,111785.99,686,71753.02,84,0.51,10.12,2,Rent,Debt_Consolidation,0,0
APP_10693,Salaried_Corporate,56738.03,730,28074.06,60,0.38,8.90,2,Rent,Education_Tuition,0,0
APP_10694,Self_Employed_Professional,73617.55,588,38647.72,24,0.31,15.02,7,Mortgage,Auto_Purchase,1,1
APP_10695,Self_Employed_Professional,24684.83,618,20556.56,36,0.54,13.06,2,Rent,Home_Improvement,0,1
APP_10696,Salaried_Corporate,27124.37,692,12557.49,36,0.35,11.48,4,Mortgage,Home_Improvement,0,0
APP_10697,Government_Public,65413.71,643,24533.10,36,0.35,12.33,2,Rent,Medical_Emergency,1,0
APP_10698,Salaried_Corporate,72060.42,677,43376.59,60,0.31,10.41,2,Mortgage,Debt_Consolidation,0,0
APP_10699,Salaried_Corporate,108853.35,738,67592.55,36,0.50,10.30,4,Mortgage,Home_Improvement,0,0
APP_10700,Retired,94894.49,638,76501.68,24,0.58,13.35,2,Rent,Debt_Consolidation,0,0
APP_10701,Salaried_Corporate,32324.42,642,12817.73,36,0.29,11.52,4,Rent,Debt_Consolidation,0,0
APP_10702,Salaried_Corporate,117092.53,697,59339.83,24,0.21,11.51,2,Rent,Home_Improvement,0,0
APP_10703,Small_Business_Owner,38725.19,552,22732.60,36,0.47,16.30,3,Rent,Debt_Consolidation,1,1
APP_10704,Self_Employed_Professional,97562.76,755,63039.25,36,0.39,8.56,2,Employer_Provided,Home_Improvement,0,0
APP_10705,Self_Employed_Professional,53999.47,698,9613.97,60,0.10,10.64,1,Own_Outright,Auto_Purchase,0,0
APP_10706,Self_Employed_Professional,224607.36,696,150000.00,36,0.41,12.10,1,Rent,Medical_Emergency,1,0
APP_10707,Salaried_Corporate,50733.56,655,13917.51,48,0.24,12.76,2,Mortgage,Debt_Consolidation,0,0
APP_10708,Salaried_Corporate,64003.07,735,19690.15,12,0.23,10.74,2,Mortgage,Debt_Consolidation,0,0
APP_10709,Government_Public,71056.91,680,45196.33,60,0.23,11.98,2,Mortgage,Debt_Consolidation,0,0
APP_10710,Salaried_Corporate,59329.88,770,17158.25,36,0.14,8.56,4,Rent,Home_Improvement,0,0
APP_10711,Retired,42246.40,579,10286.41,36,0.19,14.62,2,Mortgage,Home_Improvement,3,0
APP_10712,Salaried_Corporate,178411.15,694,145323.11,24,0.71,11.23,0,Mortgage,Auto_Purchase,0,0
APP_10713,Government_Public,50271.87,693,30170.53,48,0.40,11.95,0,Mortgage,Debt_Consolidation,0,0
APP_10714,Retired,49467.83,710,40224.92,12,0.57,10.59,1,Mortgage,Education_Tuition,0,0
APP_10715,Salaried_Corporate,62992.46,781,12231.34,36,0.10,9.53,0,Own_Outright,Debt_Consolidation,0,0
APP_10716,Self_Employed_Professional,72183.16,601,12618.75,36,0.08,15.25,3,Mortgage,Home_Improvement,2,1
APP_10717,Small_Business_Owner,48621.08,599,16802.01,48,0.21,13.55,2,Rent,Education_Tuition,0,0
APP_10718,Self_Employed_Professional,101627.57,667,17976.72,84,0.12,11.68,3,Rent,Education_Tuition,0,0
APP_10719,Government_Public,70878.84,567,32390.16,36,0.32,16.20,0,Own_Outright,Home_Improvement,1,0
APP_10720,Salaried_Corporate,66772.27,840,54958.39,36,0.38,4.64,6,Mortgage,Debt_Consolidation,1,0
APP_10721,Retired,85062.72,751,34009.63,36,0.16,8.96,0,Rent,Medical_Emergency,0,0
APP_10722,Self_Employed_Professional,45167.38,724,29926.64,36,0.36,9.28,3,Own_Outright,Auto_Purchase,0,0
APP_10723,Salaried_Corporate,50855.03,741,30640.37,24,0.50,9.45,1,Mortgage,Debt_Consolidation,1,0
APP_10724,Self_Employed_Professional,65517.87,773,11306.34,24,0.09,7.52,1,Mortgage,Debt_Consolidation,1,0
APP_10725,Salaried_Corporate,100555.45,650,31418.29,48,0.24,13.52,3,Mortgage,Home_Improvement,1,0
APP_10726,Self_Employed_Professional,59293.43,667,35044.60,36,0.30,11.66,1,Own_Outright,Auto_Purchase,0,0
APP_10727,Salaried_Corporate,57371.62,712,12301.95,12,0.10,10.99,2,Mortgage,Home_Improvement,0,0
APP_10728,Government_Public,25622.25,657,12046.20,36,0.22,11.23,3,Rent,Debt_Consolidation,1,0
APP_10729,Salaried_Corporate,48432.07,630,30236.94,48,0.38,13.15,3,Own_Outright,Education_Tuition,0,0
APP_10730,Self_Employed_Professional,31484.62,656,12211.86,84,0.20,11.44,0,Mortgage,Education_Tuition,0,0
APP_10731,Government_Public,35218.96,715,12977.96,60,0.21,11.30,3,Mortgage,Medical_Emergency,0,0
APP_10732,Government_Public,78010.36,749,51196.09,48,0.46,8.51,3,Rent,Debt_Consolidation,0,0
APP_10733,Small_Business_Owner,294632.77,607,130578.01,60,0.38,14.15,1,Mortgage,Debt_Consolidation,0,0
APP_10734,Salaried_Corporate,72215.14,678,37724.16,48,0.42,11.96,3,Mortgage,Medical_Emergency,0,0
APP_10735,Government_Public,76859.91,686,22276.45,36,0.18,10.79,1,Rent,Auto_Purchase,0,0
APP_10736,Salaried_Corporate,46993.88,600,33023.03,36,0.37,13.51,0,Mortgage,Home_Improvement,1,1
APP_10737,Salaried_Corporate,41283.57,719,23524.04,60,0.42,10.35,2,Mortgage,Debt_Consolidation,0,0
APP_10738,Government_Public,166919.01,683,138717.10,12,0.51,9.95,2,Own_Outright,Education_Tuition,0,1
APP_10739,Salaried_Corporate,46054.62,629,31280.84,36,0.55,14.51,4,Own_Outright,Home_Improvement,0,0
APP_10740,Salaried_Corporate,26904.63,659,15323.90,48,0.49,12.25,1,Mortgage,Education_Tuition,0,0
APP_10741,Self_Employed_Professional,73902.44,725,42870.39,12,0.30,8.81,0,Rent,Home_Improvement,0,0
APP_10742,Self_Employed_Professional,54535.43,754,20891.98,60,0.22,8.73,2,Own_Outright,Medical_Emergency,0,0
APP_10743,Salaried_Corporate,86520.29,712,39955.45,60,0.17,10.92,2,Mortgage,Debt_Consolidation,0,0
APP_10744,Small_Business_Owner,133977.88,814,83240.04,36,0.38,6.14,1,Rent,Debt_Consolidation,0,0
APP_10745,Government_Public,78123.67,763,39883.90,60,0.31,7.07,5,Own_Outright,Business_Expansion,0,0
APP_10746,Retired,73285.08,726,59946.36,24,0.72,9.85,1,Employer_Provided,Auto_Purchase,0,0
APP_10747,Salaried_Corporate,89038.79,644,47847.67,60,0.32,13.50,4,Mortgage,Home_Improvement,0,1
APP_10748,Small_Business_Owner,223488.80,764,35511.94,12,0.10,8.77,3,Mortgage,Home_Improvement,0,0
APP_10749,Government_Public,184485.64,640,43976.69,12,0.13,13.36,4,Own_Outright,Debt_Consolidation,1,0
APP_10750,Salaried_Corporate,57401.02,739,10464.37,36,0.07,10.25,2,Rent,Auto_Purchase,0,0
APP_10751,Self_Employed_Professional,101459.08,531,79360.21,48,0.56,18.22,1,Rent,Debt_Consolidation,2,0
APP_10752,Salaried_Corporate,147818.28,658,54783.18,48,0.18,10.24,2,Own_Outright,Home_Improvement,0,0
APP_10753,Salaried_Corporate,90404.03,599,66473.89,36,0.49,13.45,1,Rent,Home_Improvement,0,1
APP_10754,Salaried_Corporate,64225.22,671,29665.88,48,0.38,12.06,1,Mortgage,Medical_Emergency,0,0
APP_10755,Small_Business_Owner,52890.31,590,42012.79,36,0.63,15.05,1,Rent,Home_Improvement,1,1
APP_10756,Self_Employed_Professional,69174.01,692,33725.78,60,0.20,9.93,0,Own_Outright,Business_Expansion,0,0
APP_10757,Salaried_Corporate,39619.63,720,29797.46,24,0.45,9.54,2,Mortgage,Auto_Purchase,0,0
APP_10758,Self_Employed_Professional,99002.50,648,61400.51,84,0.52,14.13,4,Mortgage,Business_Expansion,0,0
APP_10759,Salaried_Corporate,123737.25,669,41618.66,60,0.12,11.71,0,Mortgage,Home_Improvement,0,1
APP_10760,Salaried_Corporate,55346.81,704,30639.20,60,0.24,10.91,1,Mortgage,Debt_Consolidation,0,0
APP_10761,Government_Public,54028.03,687,18240.75,36,0.20,12.78,2,Mortgage,Business_Expansion,0,0
APP_10762,Salaried_Corporate,41140.21,778,11927.64,60,0.19,8.16,2,Mortgage,Debt_Consolidation,0,0
APP_10763,Small_Business_Owner,81643.96,645,30489.38,24,0.25,13.49,0,Own_Outright,Education_Tuition,0,0
APP_10764,Salaried_Corporate,65848.14,725,23552.60,12,0.32,10.44,0,Own_Outright,Debt_Consolidation,0,0
APP_10765,Salaried_Corporate,34560.75,707,17197.19,36,0.40,10.36,2,Mortgage,Auto_Purchase,0,0
APP_10766,Government_Public,245661.93,587,146400.82,60,0.55,14.63,2,Own_Outright,Auto_Purchase,2,0
APP_10767,Salaried_Corporate,29725.64,696,24589.00,84,0.72,11.97,3,Mortgage,Medical_Emergency,0,1
APP_10768,Salaried_Corporate,34616.79,684,16561.34,36,0.18,11.45,2,Own_Outright,Auto_Purchase,0,0
APP_10769,Small_Business_Owner,100990.79,658,68944.24,48,0.28,11.59,2,Rent,Debt_Consolidation,0,0
APP_10770,Self_Employed_Professional,88938.00,805,43911.28,36,0.41,7.98,2,Rent,Home_Improvement,1,0
APP_10771,Government_Public,47981.15,774,21767.32,24,0.41,5.94,0,Own_Outright,Debt_Consolidation,0,0
APP_10772,Retired,46610.18,640,20444.59,48,0.33,14.30,3,Own_Outright,Business_Expansion,0,0
APP_10773,Salaried_Corporate,81311.99,731,62040.00,24,0.27,9.62,2,Mortgage,Home_Improvement,0,0
APP_10774,Salaried_Corporate,78445.19,738,19795.01,48,0.10,9.53,0,Own_Outright,Debt_Consolidation,0,0
APP_10775,Self_Employed_Professional,48206.23,699,17023.19,36,0.33,10.99,2,Mortgage,Debt_Consolidation,1,0
APP_10776,Salaried_Corporate,103490.89,619,67747.48,36,0.26,14.86,4,Own_Outright,Education_Tuition,5,1
APP_10777,Self_Employed_Professional,85591.11,628,30560.20,48,0.32,13.61,2,Rent,Education_Tuition,0,0
APP_10778,Salaried_Corporate,120742.65,724,18298.49,36,0.09,10.00,0,Rent,Education_Tuition,0,0
APP_10779,Government_Public,64704.08,723,19521.48,60,0.27,9.30,2,Own_Outright,Debt_Consolidation,0,0
APP_10780,Government_Public,95281.04,671,16252.17,48,0.08,11.35,3,Rent,Medical_Emergency,0,0
APP_10781,Salaried_Corporate,59711.34,776,21177.33,36,0.33,8.67,1,Rent,Home_Improvement,0,0
APP_10782,Salaried_Corporate,84413.81,787,31967.77,48,0.25,7.94,0,Own_Outright,Auto_Purchase,0,0
APP_10783,Retired,77731.79,786,63527.11,12,0.66,9.15,4,Rent,Auto_Purchase,0,0
APP_10784,Salaried_Corporate,96920.24,787,69355.69,48,0.34,7.11,2,Own_Outright,Debt_Consolidation,0,0
APP_10785,Salaried_Corporate,83597.90,689,19697.07,36,0.10,10.36,3,Rent,Home_Improvement,0,0
APP_10786,Salaried_Corporate,28283.08,603,6674.55,36,0.12,14.61,5,Mortgage,Debt_Consolidation,2,0
APP_10787,Salaried_Corporate,49914.21,669,42322.04,36,0.68,11.93,2,Own_Outright,Home_Improvement,0,1
APP_10788,Salaried_Corporate,68694.73,683,42595.75,60,0.22,10.54,3,Mortgage,Debt_Consolidation,0,0
APP_10789,Salaried_Corporate,81623.08,649,47982.07,36,0.45,12.30,2,Mortgage,Debt_Consolidation,0,0
APP_10790,Salaried_Corporate,95912.12,665,53897.17,84,0.23,12.70,1,Own_Outright,Debt_Consolidation,0,0
APP_10791,Small_Business_Owner,84703.25,615,21582.11,36,0.19,12.88,3,Rent,Debt_Consolidation,0,0
APP_10792,Salaried_Corporate,48189.13,736,16146.39,36,0.18,8.68,2,Rent,Medical_Emergency,1,0
APP_10793,Small_Business_Owner,100022.72,796,45276.56,48,0.40,6.86,0,Mortgage,Medical_Emergency,0,0
APP_10794,Self_Employed_Professional,45978.54,845,21262.71,48,0.25,5.11,3,Mortgage,Education_Tuition,0,0
APP_10795,Self_Employed_Professional,116828.82,706,96914.08,36,0.72,11.30,1,Mortgage,Home_Improvement,0,1
APP_10796,Retired,120389.41,679,21746.70,24,0.12,11.19,5,Mortgage,Medical_Emergency,0,0
APP_10797,Salaried_Corporate,65871.05,688,10558.56,60,0.08,12.62,1,Mortgage,Business_Expansion,1,0
APP_10798,Salaried_Corporate,49433.67,778,39073.47,60,0.68,7.25,2,Mortgage,Home_Improvement,0,0
APP_10799,Self_Employed_Professional,48376.95,777,36974.02,48,0.41,8.41,4,Mortgage,Auto_Purchase,0,0
APP_10800,Salaried_Corporate,40445.15,674,14265.49,48,0.25,11.79,4,Mortgage,Business_Expansion,1,0
APP_10801,Salaried_Corporate,43687.62,768,16379.69,36,0.25,8.45,2,Mortgage,Auto_Purchase,0,0
APP_10802,Government_Public,61010.12,701,34435.58,36,0.46,8.88,3,Rent,Debt_Consolidation,1,0
APP_10803,Government_Public,51444.54,642,14992.54,48,0.15,12.09,2,Employer_Provided,Debt_Consolidation,0,0
APP_10804,Self_Employed_Professional,32065.69,680,24460.67,24,0.32,11.47,2,Rent,Debt_Consolidation,0,0
APP_10805,Self_Employed_Professional,53230.84,801,18028.77,36,0.30,5.68,5,Mortgage,Medical_Emergency,1,0
APP_10806,Self_Employed_Professional,68995.77,737,13243.35,24,0.10,7.22,2,Mortgage,Medical_Emergency,0,0
APP_10807,Salaried_Corporate,56806.13,657,29705.10,60,0.38,11.44,2,Own_Outright,Debt_Consolidation,1,0
APP_10808,Salaried_Corporate,44235.70,751,29346.31,24,0.58,9.32,2,Rent,Home_Improvement,0,0
APP_10809,Self_Employed_Professional,22560.70,736,18485.51,48,0.33,9.97,4,Own_Outright,Home_Improvement,0,0
APP_10810,Salaried_Corporate,110796.15,670,65083.23,24,0.31,10.98,1,Rent,Medical_Emergency,0,0
APP_10811,Salaried_Corporate,65002.01,641,14384.89,60,0.09,12.84,1,Own_Outright,Debt_Consolidation,0,0
APP_10812,Self_Employed_Professional,76444.11,618,46908.94,48,0.55,14.17,4,Employer_Provided,Debt_Consolidation,1,0
APP_10813,Self_Employed_Professional,71780.58,583,15416.02,36,0.20,16.14,3,Rent,Medical_Emergency,0,0
APP_10814,Salaried_Corporate,82769.58,647,23666.67,12,0.26,13.82,1,Mortgage,Debt_Consolidation,0,1
APP_10815,Government_Public,73737.22,678,26370.72,36,0.20,12.40,2,Mortgage,Medical_Emergency,0,0
APP_10816,Small_Business_Owner,69173.58,772,13062.10,36,0.12,7.87,2,Own_Outright,Home_Improvement,0,0
APP_10817,Self_Employed_Professional,93291.39,744,37887.14,48,0.36,9.27,1,Mortgage,Home_Improvement,0,0
APP_10818,Salaried_Corporate,102749.23,703,70579.95,48,0.60,10.83,3,Mortgage,Auto_Purchase,0,0
APP_10819,Self_Employed_Professional,123313.26,568,23134.82,48,0.07,15.45,0,Own_Outright,Debt_Consolidation,1,1
APP_10820,Small_Business_Owner,45507.78,709,22621.73,36,0.23,9.46,1,Own_Outright,Debt_Consolidation,1,0
APP_10821,Self_Employed_Professional,74031.35,583,22832.11,24,0.18,16.24,3,Rent,Education_Tuition,3,1
APP_10822,Self_Employed_Professional,32131.10,747,17558.52,36,0.44,9.54,3,Mortgage,Auto_Purchase,0,0
APP_10823,Salaried_Corporate,53282.66,749,26356.30,36,0.29,9.82,1,Rent,Debt_Consolidation,0,0
APP_10824,Salaried_Corporate,60558.13,693,16122.12,48,0.13,11.66,2,Mortgage,Auto_Purchase,0,0
APP_10825,Government_Public,92356.27,743,68975.17,36,0.63,8.99,3,Rent,Home_Improvement,0,0
APP_10826,Salaried_Corporate,62754.95,756,31398.13,36,0.28,7.68,3,Mortgage,Medical_Emergency,0,0
APP_10827,Self_Employed_Professional,89568.88,697,75235.21,36,0.35,11.59,1,Own_Outright,Auto_Purchase,0,0
APP_10828,Government_Public,56653.32,681,47548.13,36,0.61,12.12,1,Rent,Debt_Consolidation,0,0
APP_10829,Salaried_Corporate,51023.07,604,16620.38,60,0.28,14.56,3,Mortgage,Medical_Emergency,0,0
APP_10830,Retired,46121.44,667,35427.50,24,0.54,13.79,2,Rent,Debt_Consolidation,0,0
APP_10831,Government_Public,90293.97,625,59023.84,12,0.62,13.12,0,Own_Outright,Home_Improvement,0,1
APP_10832,Small_Business_Owner,55810.82,625,25257.43,24,0.40,13.33,2,Mortgage,Home_Improvement,2,1
APP_10833,Small_Business_Owner,22205.14,642,16000.75,36,0.36,13.13,2,Own_Outright,Business_Expansion,0,0
APP_10834,Government_Public,88087.33,563,39135.64,36,0.24,15.40,1,Mortgage,Medical_Emergency,2,1
APP_10835,Salaried_Corporate,43557.14,754,21547.09,60,0.23,8.76,6,Own_Outright,Education_Tuition,1,0
APP_10836,Small_Business_Owner,72181.27,704,29613.57,48,0.28,11.57,3,Mortgage,Debt_Consolidation,0,0
APP_10837,Salaried_Corporate,39811.05,765,29480.33,84,0.55,8.03,1,Rent,Home_Improvement,0,0
APP_10838,Government_Public,66611.28,742,52269.47,12,0.63,8.91,1,Own_Outright,Auto_Purchase,0,0
APP_10839,Self_Employed_Professional,22000.00,722,5629.50,24,0.17,10.56,3,Mortgage,Debt_Consolidation,0,0
APP_10840,Small_Business_Owner,65175.66,742,36685.50,24,0.24,8.32,0,Mortgage,Business_Expansion,0,0
APP_10841,Salaried_Corporate,44630.56,700,10347.18,48,0.12,10.82,4,Own_Outright,Medical_Emergency,0,0
APP_10842,Salaried_Corporate,37403.48,775,28792.57,36,0.49,8.08,1,Mortgage,Education_Tuition,0,0
APP_10843,Government_Public,93328.57,657,28386.17,36,0.16,12.93,2,Own_Outright,Debt_Consolidation,0,0
APP_10844,Salaried_Corporate,62730.08,689,10993.63,36,0.07,11.92,2,Employer_Provided,Home_Improvement,2,0
APP_10845,Self_Employed_Professional,59287.31,672,39837.58,60,0.59,11.76,1,Mortgage,Debt_Consolidation,1,1
APP_10846,Small_Business_Owner,47765.65,821,29440.87,12,0.41,6.47,1,Own_Outright,Business_Expansion,1,0
APP_10847,Salaried_Corporate,98968.40,649,43322.04,36,0.31,12.69,2,Rent,Debt_Consolidation,0,0
APP_10848,Salaried_Corporate,54413.57,774,31744.96,36,0.24,7.98,1,Rent,Auto_Purchase,1,0
APP_10849,Salaried_Corporate,129247.31,601,89161.15,36,0.62,15.47,2,Mortgage,Medical_Emergency,4,1
APP_10850,Government_Public,115071.12,697,30963.32,48,0.23,11.39,4,Rent,Education_Tuition,0,0
APP_10851,Salaried_Corporate,125666.28,678,45639.46,36,0.21,12.69,1,Mortgage,Business_Expansion,1,0
APP_10852,Salaried_Corporate,102293.95,624,50113.17,48,0.23,12.91,0,Rent,Auto_Purchase,0,0
APP_10853,Retired,50371.44,647,29880.68,60,0.49,13.79,3,Mortgage,Debt_Consolidation,0,1
APP_10854,Government_Public,67751.54,723,39267.04,36,0.40,10.15,0,Mortgage,Education_Tuition,0,1
APP_10855,Small_Business_Owner,60392.49,668,29929.10,60,0.42,12.58,3,Own_Outright,Home_Improvement,0,0
APP_10856,Self_Employed_Professional,96488.14,627,59148.90,48,0.39,11.98,2,Mortgage,Medical_Emergency,0,0
APP_10857,Government_Public,65856.39,748,10846.88,60,0.15,10.46,1,Own_Outright,Debt_Consolidation,1,0
APP_10858,Retired,59310.44,689,22329.14,36,0.29,11.63,1,Mortgage,Auto_Purchase,1,0
APP_10859,Government_Public,139540.89,712,76846.70,12,0.31,11.94,2,Employer_Provided,Home_Improvement,0,0
APP_10860,Self_Employed_Professional,57105.74,761,20806.67,48,0.29,9.58,3,Own_Outright,Auto_Purchase,0,0
APP_10861,Small_Business_Owner,49961.24,790,40423.43,84,0.44,6.02,2,Own_Outright,Home_Improvement,0,0
APP_10862,Small_Business_Owner,55222.38,541,45533.25,60,0.50,17.81,1,Mortgage,Medical_Emergency,1,1
APP_10863,Small_Business_Owner,107157.51,683,43930.09,24,0.24,11.64,2,Employer_Provided,Debt_Consolidation,0,0
APP_10864,Small_Business_Owner,72005.87,581,22470.92,36,0.19,15.67,4,Own_Outright,Debt_Consolidation,2,1
APP_10865,Salaried_Corporate,81332.78,850,24966.70,60,0.24,5.93,2,Mortgage,Business_Expansion,1,0
APP_10866,Small_Business_Owner,73585.13,700,33906.46,36,0.23,10.81,2,Own_Outright,Auto_Purchase,1,0
APP_10867,Salaried_Corporate,24666.36,753,20233.19,36,0.45,8.66,1,Mortgage,Debt_Consolidation,0,1
APP_10868,Salaried_Corporate,40906.13,649,12907.35,84,0.21,13.28,0,Mortgage,Medical_Emergency,1,0
APP_10869,Salaried_Corporate,58369.83,667,22282.98,36,0.20,11.40,0,Mortgage,Auto_Purchase,1,0
APP_10870,Salaried_Corporate,76239.60,761,41277.40,24,0.23,8.72,5,Own_Outright,Medical_Emergency,0,0
APP_10871,Self_Employed_Professional,42491.63,723,23324.62,12,0.42,11.18,4,Mortgage,Home_Improvement,1,0
APP_10872,Salaried_Corporate,41906.09,799,25721.70,36,0.43,6.36,6,Rent,Education_Tuition,0,0
APP_10873,Self_Employed_Professional,57495.71,636,37922.76,36,0.60,13.02,3,Mortgage,Debt_Consolidation,1,1
APP_10874,Retired,120189.68,676,84604.04,60,0.56,12.68,2,Mortgage,Medical_Emergency,2,1
APP_10875,Salaried_Corporate,25114.74,723,12403.50,48,0.34,9.40,3,Mortgage,Home_Improvement,0,0
APP_10876,Salaried_Corporate,22000.00,733,4395.69,12,0.10,8.17,0,Mortgage,Medical_Emergency,0,0
APP_10877,Salaried_Corporate,144481.32,717,90067.03,60,0.29,8.69,6,Mortgage,Debt_Consolidation,0,0
APP_10878,Small_Business_Owner,33233.96,604,18769.91,12,0.38,13.95,2,Mortgage,Debt_Consolidation,6,1
APP_10879,Salaried_Corporate,55138.58,629,16533.78,12,0.19,14.78,4,Mortgage,Business_Expansion,0,0
APP_10880,Salaried_Corporate,33679.95,712,25182.75,36,0.44,9.84,1,Employer_Provided,Education_Tuition,0,0
APP_10881,Salaried_Corporate,57748.05,590,38636.64,36,0.41,14.60,2,Mortgage,Education_Tuition,4,1
APP_10882,Salaried_Corporate,62239.39,632,27717.45,36,0.21,13.37,5,Mortgage,Auto_Purchase,0,0
APP_10883,Small_Business_Owner,136598.33,692,113123.27,36,0.50,12.06,2,Own_Outright,Debt_Consolidation,2,1
APP_10884,Small_Business_Owner,91519.17,640,57085.90,60,0.23,13.72,9,Own_Outright,Medical_Emergency,1,0
APP_10885,Salaried_Corporate,37145.36,705,29752.15,48,0.55,10.58,2,Mortgage,Home_Improvement,0,0
APP_10886,Salaried_Corporate,28040.72,684,18509.37,36,0.45,11.94,3,Rent,Debt_Consolidation,0,0
APP_10887,Self_Employed_Professional,82855.69,639,53637.74,60,0.49,13.92,4,Own_Outright,Debt_Consolidation,0,1
APP_10888,Retired,52374.47,640,15845.04,24,0.23,11.72,4,Own_Outright,Debt_Consolidation,0,1
APP_10889,Small_Business_Owner,47791.52,773,21191.13,24,0.33,7.96,0,Own_Outright,Debt_Consolidation,0,0
APP_10890,Small_Business_Owner,112775.28,715,67119.28,36,0.49,9.39,0,Rent,Debt_Consolidation,0,0
APP_10891,Retired,30019.46,706,21907.57,36,0.31,10.09,4,Mortgage,Auto_Purchase,0,0
APP_10892,Salaried_Corporate,56115.04,694,44210.04,12,0.69,11.62,6,Rent,Business_Expansion,0,0
APP_10893,Salaried_Corporate,87890.74,631,18215.81,36,0.12,12.40,3,Mortgage,Home_Improvement,0,0
APP_10894,Small_Business_Owner,38904.41,653,25302.18,36,0.49,14.42,1,Own_Outright,Debt_Consolidation,1,0
APP_10895,Salaried_Corporate,118675.40,534,39901.12,24,0.14,17.37,1,Mortgage,Debt_Consolidation,2,1
APP_10896,Salaried_Corporate,41971.84,649,27154.16,24,0.31,12.25,3,Own_Outright,Auto_Purchase,0,0
APP_10897,Small_Business_Owner,64107.23,650,23859.88,48,0.34,12.57,2,Rent,Debt_Consolidation,1,0
APP_10898,Self_Employed_Professional,48436.60,726,26623.14,36,0.24,8.92,0,Own_Outright,Medical_Emergency,0,0
APP_10899,Salaried_Corporate,22000.00,651,11412.10,48,0.33,11.46,1,Mortgage,Debt_Consolidation,0,0
APP_10900,Self_Employed_Professional,54761.12,741,41642.49,36,0.31,9.10,1,Rent,Auto_Purchase,0,0
APP_10901,Salaried_Corporate,94515.83,673,57436.57,48,0.25,12.90,7,Rent,Medical_Emergency,0,0
APP_10902,Salaried_Corporate,41541.91,700,13296.73,84,0.30,9.76,1,Mortgage,Debt_Consolidation,0,0
APP_10903,Salaried_Corporate,49876.56,688,29439.94,36,0.43,12.30,0,Mortgage,Business_Expansion,0,0
APP_10904,Salaried_Corporate,52448.87,735,31393.86,48,0.44,9.48,3,Own_Outright,Home_Improvement,0,1
APP_10905,Retired,84223.47,768,34112.43,48,0.21,8.63,3,Rent,Debt_Consolidation,0,0
APP_10906,Salaried_Corporate,56281.07,626,18795.30,36,0.15,13.60,4,Mortgage,Home_Improvement,1,0
APP_10907,Government_Public,66864.63,804,52605.74,36,0.56,7.77,1,Mortgage,Home_Improvement,0,1
APP_10908,Retired,67258.97,634,17336.68,24,0.13,14.13,2,Own_Outright,Education_Tuition,0,1
APP_10909,Salaried_Corporate,52284.58,678,13029.01,48,0.13,11.50,2,Rent,Debt_Consolidation,0,0
APP_10910,Salaried_Corporate,141538.96,656,79601.19,36,0.34,12.87,3,Mortgage,Education_Tuition,0,0
APP_10911,Government_Public,41715.04,788,15262.10,60,0.18,8.77,2,Own_Outright,Auto_Purchase,0,0
